scraped_at,rankings_date,official_rank,player_name,age,official_points
2026-07-03T14:30:14Z,2026-06-29,509,T. Kumasaka,,85
2026-07-03T14:30:14Z,2026-06-29,509,Takuya Kumasaka,27,85
2026-07-03T14:30:14Z,2026-06-29,510,M. Rehberg,,84
2026-07-03T14:30:14Z,2026-06-29,510,Max Hans Rehberg,22,84
2026-07-03T14:30:14Z,2026-06-29,511,A. Shepp,,84
2026-07-03T14:30:14Z,2026-06-29,511,Anton Shepp,23,84
2026-07-03T14:30:14Z,2026-06-29,512,P. Saraiva Dos Santos,,84
2026-07-03T14:30:14Z,2026-06-29,512,Paulo Andre Saraiva Dos Santos,26,84
2026-07-03T14:30:14Z,2026-06-29,513,C. Lopez Montagud,,83
2026-07-03T14:30:14Z,2026-06-29,513,Carlos Lopez Montagud,25,83
2026-07-03T14:30:14Z,2026-06-29,514,F. Zakaria,,83
2026-07-03T14:30:14Z,2026-06-29,514,Fares Zakaria,25,83
2026-07-03T14:30:14Z,2026-06-29,515,D. Obradovic,,83
2026-07-03T14:30:14Z,2026-06-29,515,Dusan Obradovic,25,83
2026-07-03T14:30:14Z,2026-06-29,516,S. Gima,,83
2026-07-03T14:30:14Z,2026-06-29,516,Sebastian Gima,24,83
2026-07-03T14:30:14Z,2026-06-29,517,K. Bennani,,82
2026-07-03T14:30:14Z,2026-06-29,517,Karim Bennani,18,82
2026-07-03T14:30:14Z,2026-06-29,518,M. Zhukov,,82
2026-07-03T14:30:14Z,2026-06-29,518,Maxim Zhukov,21,82
2026-07-03T14:30:14Z,2026-06-29,519,T. Baadi,,82
2026-07-03T14:30:14Z,2026-06-29,519,Taha Baadi,24,82
2026-07-03T14:30:14Z,2026-06-29,520,E. Hudd,,82
2026-07-03T14:30:14Z,2026-06-29,520,Emile Hudd,26,82
2026-07-03T14:30:14Z,2026-06-29,521,M. Gigante,,81
2026-07-03T14:30:14Z,2026-06-29,521,Matteo Gigante,24,81
2026-07-03T14:30:14Z,2026-06-29,522,L. Borg,,81
2026-07-03T14:30:14Z,2026-06-29,522,Leo Borg,23,81
2026-07-03T14:30:14Z,2026-06-29,523,C. Bouchelaghem,,81
2026-07-03T14:30:14Z,2026-06-29,523,Cesar Bouchelaghem,22,81
2026-07-03T14:30:14Z,2026-06-29,524,A. Ouakaa,,81
2026-07-03T14:30:14Z,2026-06-29,524,Aziz Ouakaa,26,81
2026-07-03T14:30:14Z,2026-06-29,525,T. Boogaard,,80
2026-07-03T14:30:14Z,2026-06-29,525,Thijs Boogaard,17,80
2026-07-03T14:30:14Z,2026-06-29,526,S. Rawat,,80
2026-07-03T14:30:14Z,2026-06-29,526,Sidharth Rawat,33,80
2026-07-03T14:30:14Z,2026-06-29,527,J. Paul,,79
2026-07-03T14:30:14Z,2026-06-29,527,Jakub Paul,27,79
2026-07-03T14:30:14Z,2026-06-29,528,A. Donski,,79
2026-07-03T14:30:14Z,2026-06-29,528,Alexander Donski,27,79
2026-07-03T14:30:14Z,2026-06-29,529,M. Bassem Sobhy,,79
2026-07-03T14:30:14Z,2026-06-29,529,Michael Bassem Sobhy,22,79
2026-07-03T14:30:14Z,2026-06-29,530,P. Marinkov,,79
2026-07-03T14:30:14Z,2026-06-29,530,Pavle Marinkov,20,79
2026-07-03T14:30:14Z,2026-06-29,531,O. Jasika,,79
2026-07-03T14:30:14Z,2026-06-29,531,Omar Jasika,29,79
2026-07-03T14:30:14Z,2026-06-29,532,J. Echeverria,,78
2026-07-03T14:30:14Z,2026-06-29,532,John Echeverria,24,78
2026-07-03T14:30:14Z,2026-06-29,533,T. Sahtali,,78
2026-07-03T14:30:14Z,2026-06-29,533,Toufik Sahtali,27,78
2026-07-03T14:30:14Z,2026-06-29,534,P. Vives Marcos,,77
2026-07-03T14:30:14Z,2026-06-29,534,Pedro Vives Marcos,25,77
2026-07-03T14:30:14Z,2026-06-29,535,R. Bennani,,77
2026-07-03T14:30:14Z,2026-06-29,535,Reda Bennani,19,77
2026-07-03T14:30:14Z,2026-06-29,536,D. Ostapenkov,,77
2026-07-03T14:30:14Z,2026-06-29,536,Daniil Ostapenkov,23,77
2026-07-03T14:30:14Z,2026-06-29,537,M. Wiskandt,,77
2026-07-03T14:30:14Z,2026-06-29,537,Max Wiskandt,24,77
2026-07-03T14:30:14Z,2026-06-29,538,P. Martinez Gomez,,76
2026-07-03T14:30:14Z,2026-06-29,538,Pablo Martinez Gomez,20,76
2026-07-03T14:30:14Z,2026-06-29,539,I. Ivashka,,76
2026-07-03T14:30:14Z,2026-06-29,539,Ilya Ivashka,32,76
2026-07-03T14:30:14Z,2026-06-29,540,M. Basic,,76
2026-07-03T14:30:14Z,2026-06-29,540,Mirza Basic,34,76
2026-07-03T14:30:14Z,2026-06-29,541,Y. Dlimi,,76
2026-07-03T14:30:14Z,2026-06-29,541,Yassine Dlimi,23,76
2026-07-03T14:30:14Z,2026-06-29,542,P. Schoen,,76
2026-07-03T14:30:14Z,2026-06-29,542,Patrick Schoen,21,76
2026-07-03T14:30:14Z,2026-06-29,543,T. Berkieta,,76
2026-07-03T14:30:14Z,2026-06-29,543,Tomasz Berkieta,19,76
2026-07-03T14:30:14Z,2026-06-29,544,K. Kivattsev,,76
2026-07-03T14:30:14Z,2026-06-29,544,Kirill Kivattsev,28,76
2026-07-03T14:30:14Z,2026-06-29,545,M. Sasikumar,,75
2026-07-03T14:30:14Z,2026-06-29,545,Mukund Sasikumar,29,75
2026-07-03T14:30:14Z,2026-06-29,546,M. Malige,,75
2026-07-03T14:30:14Z,2026-06-29,546,Mae Malige,20,75
2026-07-03T14:30:14Z,2026-06-29,547,M. Leong,,75
2026-07-03T14:30:14Z,2026-06-29,547,Mitsuki Wei Kang Leong,21,75
2026-07-03T14:30:14Z,2026-06-29,548,J. Aguilar Cardozo,,74
2026-07-03T14:30:14Z,2026-06-29,548,Joaquin Aguilar Cardozo,21,74
2026-07-03T14:30:14Z,2026-06-29,549,H. Chung,,74
2026-07-03T14:30:14Z,2026-06-29,549,Hyeon Chung,30,74
2026-07-03T14:30:14Z,2026-06-29,550,C. Bittoun Kouzmine,,74
2026-07-03T14:30:14Z,2026-06-29,550,Constantin Bittoun Kouzmine,27,74
2026-07-03T14:30:14Z,2026-06-29,551,J. Story,,73
2026-07-03T14:30:14Z,2026-06-29,551,James Story,25,73
2026-07-03T14:30:14Z,2026-06-29,552,A. Deckers,,73
2026-07-03T14:30:14Z,2026-06-29,552,Alec Deckers,26,73
2026-07-03T14:30:14Z,2026-06-29,553,M. Mckennon,,73
2026-07-03T14:30:14Z,2026-06-29,553,Maxwell Mckennon,24,73
2026-07-03T14:30:14Z,2026-06-29,554,S. Popovic,,73
2026-07-03T14:30:14Z,2026-06-29,554,Stefan Popovic,23,73
2026-07-03T14:30:14Z,2026-06-29,555,A. Beckley,,72
2026-07-03T14:30:14Z,2026-06-29,555,Alec Beckley,25,72
2026-07-03T14:30:14Z,2026-06-29,556,D. Singh,,72
2026-07-03T14:30:14Z,2026-06-29,556,Digvijay Pratap Singh,26,72
2026-07-03T14:30:14Z,2026-06-29,557,K. Isomura,,72
2026-07-03T14:30:14Z,2026-06-29,557,Kokoro Isomura,23,72
2026-07-03T14:30:14Z,2026-06-29,558,B. Holt,,71
2026-07-03T14:30:14Z,2026-06-29,558,Brandon Holt,28,71
2026-07-03T14:30:14Z,2026-06-29,559,A. Vavassori,,71
2026-07-03T14:30:14Z,2026-06-29,559,Andrea Vavassori,31,71
2026-07-03T14:30:14Z,2026-06-29,560,J. Rodriguez,,71
2026-07-03T14:30:14Z,2026-06-29,560,Johan Alexander Rodriguez,22,71
2026-07-03T14:30:14Z,2026-06-29,561,A. Mayo,,71
2026-07-03T14:30:14Z,2026-06-29,561,Aidan Mayo,23,71
2026-07-03T14:30:14Z,2026-06-29,562,J. Gomez,,71
2026-07-03T14:30:14Z,2026-06-29,562,Juan Sebastian Gomez,34,71
2026-07-03T14:30:14Z,2026-06-29,563,A. Elsayed,,71
2026-07-03T14:30:14Z,2026-06-29,563,Amr Elsayed,27,71
2026-07-03T14:30:14Z,2026-06-29,564,P. Makk,,71
2026-07-03T14:30:14Z,2026-06-29,564,Peter Makk,24,71
2026-07-03T14:30:14Z,2026-06-29,565,F. Planinsek,,71
2026-07-03T14:30:14Z,2026-06-29,565,Filip Jeff Planinsek,24,71
2026-07-03T14:30:14Z,2026-06-29,566,G. Dalmasso,,71
2026-07-03T14:30:14Z,2026-06-29,566,Guillaume Dalmasso,23,71
2026-07-03T14:30:14Z,2026-06-29,567,F. Tabacco,,71
2026-07-03T14:30:14Z,2026-06-29,567,Fausto Tabacco,24,71
2026-07-03T14:30:14Z,2026-06-29,568,L. Pokorny,,70
2026-07-03T14:30:14Z,2026-06-29,568,Lukas Pokorny,24,70
2026-07-03T14:30:14Z,2026-06-29,569,N. McDonald,,70
2026-07-03T14:30:14Z,2026-06-29,569,Niels McDonald,18,70
2026-07-03T14:30:14Z,2026-06-29,570,E. Kirkin,,70
2026-07-03T14:30:14Z,2026-06-29,570,Ergi Kirkin,27,70
2026-07-03T14:30:14Z,2026-06-29,571,C. Williams,,69
2026-07-03T14:30:14Z,2026-06-29,571,Cooper Williams,21,69
2026-07-03T14:30:14Z,2026-06-29,572,M. Janvier,,69
2026-07-03T14:30:14Z,2026-06-29,572,Maxime Janvier,29,69
2026-07-03T14:30:14Z,2026-06-29,573,A. Thanos,,68
2026-07-03T14:30:14Z,2026-06-29,573,Aristotelis Thanos,25,68
2026-07-03T14:30:14Z,2026-06-29,574,A. Rubio Fierros,,68
2026-07-03T14:30:14Z,2026-06-29,574,Alan Fernando Rubio Fierros,27,68
2026-07-03T14:30:14Z,2026-06-29,575,M. Gonzalez Fernandez,,68
2026-07-03T14:30:14Z,2026-06-29,575,Mario Gonzalez Fernandez,24,68
2026-07-03T14:30:14Z,2026-06-29,576,N. Ehrenschneider,,68
2026-07-03T14:30:14Z,2026-06-29,576,Nino Ehrenschneider,25,68
2026-07-03T14:30:14Z,2026-06-29,577,R. Faucon,,68
2026-07-03T14:30:14Z,2026-06-29,577,Romain Faucon,23,68
2026-07-03T14:30:14Z,2026-06-29,578,A. Ritschard,,67
2026-07-03T14:30:14Z,2026-06-29,578,Alexander Ritschard,32,67
2026-07-03T14:30:14Z,2026-06-29,579,R. Catry,,67
2026-07-03T14:30:14Z,2026-06-29,579,Robin Catry,24,67
2026-07-03T14:30:14Z,2026-06-29,580,Y. Kelm,,67
2026-07-03T14:30:14Z,2026-06-29,580,Yannik Kelm,21,67
2026-07-03T14:30:14Z,2026-06-29,581,A. Escoffier,,66
2026-07-03T14:30:14Z,2026-06-29,581,Antoine Escoffier,34,66
2026-07-03T14:30:14Z,2026-06-29,582,E. Donnet,,66
2026-07-03T14:30:14Z,2026-06-29,582,Etienne Donnet,25,66
2026-07-03T14:30:14Z,2026-06-29,583,O. Pieczkowski,,66
2026-07-03T14:30:14Z,2026-06-29,583,Olaf Pieczkowski,22,66
2026-07-03T14:30:14Z,2026-06-29,584,S. Gulin,,66
2026-07-03T14:30:14Z,2026-06-29,584,Svyatoslav Gulin,23,66
2026-07-03T14:30:14Z,2026-06-29,585,F. Arnaboldi,,66
2026-07-03T14:30:14Z,2026-06-29,585,Federico Arnaboldi,26,66
2026-07-03T14:30:14Z,2026-06-29,586,J. Sheehy,,65
2026-07-03T14:30:14Z,2026-06-29,586,Joshua Sheehy,29,65
2026-07-03T14:30:14Z,2026-06-29,587,D. Madaras,,65
2026-07-03T14:30:14Z,2026-06-29,587,Dragos Nicolae Madaras,28,65
2026-07-03T14:30:14Z,2026-06-29,588,E. Demanet,,65
2026-07-03T14:30:14Z,2026-06-29,588,Emilien Demanet,21,65
2026-07-03T14:30:14Z,2026-06-29,589,L. Staeheli,,65
2026-07-03T14:30:14Z,2026-06-29,589,Luca Staeheli,26,65
2026-07-03T14:30:14Z,2026-06-29,590,M. Zielinski,,65
2026-07-03T14:30:14Z,2026-06-29,590,Marcel Zielinski,25,65
2026-07-03T14:30:14Z,2026-06-29,591,N. Tepmahc,,65
2026-07-03T14:30:14Z,2026-06-29,591,Nicolas Tepmahc,25,65
2026-07-03T14:30:14Z,2026-06-29,592,A. Vasilev,,64
2026-07-03T14:30:14Z,2026-06-29,592,Alexander Vasilev,19,64
2026-07-03T14:30:14Z,2026-06-29,593,G. Young,,64
2026-07-03T14:30:14Z,2026-06-29,593,Gavin Young,23,64
2026-07-03T14:30:14Z,2026-06-29,594,J. Domingues,,64
2026-07-03T14:30:14Z,2026-06-29,594,Joao Domingues,32,64
2026-07-03T14:30:14Z,2026-06-29,595,J. Bradshaw,,64
2026-07-03T14:30:14Z,2026-06-29,595,Jacob Bradshaw,23,64
2026-07-03T14:30:14Z,2026-06-29,596,R. Dickerson,,64
2026-07-03T14:30:14Z,2026-06-29,596,Ryan Dickerson,29,64
2026-07-03T14:30:14Z,2026-06-29,597,G. Campana Lee,,64
2026-07-03T14:30:14Z,2026-06-29,597,Gerard Campana Lee,21,64
2026-07-03T14:30:14Z,2026-06-29,598,I. Almazan Valiente,,63
2026-07-03T14:30:14Z,2026-06-29,598,Izan Almazan Valiente,20,63
2026-07-03T14:30:14Z,2026-06-29,599,K. Filar,,63
2026-07-03T14:30:14Z,2026-06-29,599,Karol Filar,27,63
2026-07-03T14:30:14Z,2026-06-29,600,H. Habib,,62
2026-07-03T14:30:14Z,2026-06-29,600,Hady Habib,27,62
2026-07-03T14:30:14Z,2026-06-29,601,K. Lee,,62
2026-07-03T14:30:14Z,2026-06-29,601,Kuan-Yi Lee,29,62
2026-07-03T14:30:14Z,2026-06-29,602,A. Paulson,,61
2026-07-03T14:30:14Z,2026-06-29,602,Andrew Paulson,24,61
2026-07-03T14:30:14Z,2026-06-29,603,K. Sultanov,,61
2026-07-03T14:30:14Z,2026-06-29,603,Khumoyun Sultanov,27,61
2026-07-03T14:30:14Z,2026-06-29,604,T. McCormick,,61
2026-07-03T14:30:14Z,2026-06-29,604,Tristan McCormick,27,61
2026-07-03T14:30:14Z,2026-06-29,605,L. Wiedenmann,,61
2026-07-03T14:30:14Z,2026-06-29,605,Luca Wiedenmann,28,61
2026-07-03T14:30:14Z,2026-06-29,606,C. Hewitt,,61
2026-07-03T14:30:14Z,2026-06-29,606,Cruz Hewitt,17,61
2026-07-03T14:30:14Z,2026-06-29,607,L. Rossi,,61
2026-07-03T14:30:14Z,2026-06-29,607,Leonardo Rossi,23,61
2026-07-03T14:30:14Z,2026-06-29,608,D. Tomescu,,60
2026-07-03T14:30:14Z,2026-06-29,608,Dan Alexandru Tomescu,27,60
2026-07-03T14:30:14Z,2026-06-29,609,A. Vatutin,,60
2026-07-03T14:30:14Z,2026-06-29,609,Alexey Vatutin,33,60
2026-07-03T14:30:14Z,2026-06-29,610,A. Perez,,60
2026-07-03T14:30:14Z,2026-06-29,610,Alfredo Perez,29,60
2026-07-03T14:30:14Z,2026-06-29,611,J. Kumstat,,60
2026-07-03T14:30:14Z,2026-06-29,611,Jan Kumstat,19,60
2026-07-03T14:30:14Z,2026-06-29,612,T. Huang,,60
2026-07-03T14:30:14Z,2026-06-29,612,Tsung-Hao Huang,26,60
2026-07-03T14:30:14Z,2026-06-29,613,N. Mashtakov,,60
2026-07-03T14:30:14Z,2026-06-29,613,Nikita Mashtakov,27,60
2026-07-03T14:30:14Z,2026-06-29,614,M. Vankan,,60
2026-07-03T14:30:14Z,2026-06-29,614,Marlon Vankan,25,60
2026-07-03T14:30:14Z,2026-06-29,615,E. Arutiunian,,59
2026-07-03T14:30:14Z,2026-06-29,615,Erik Arutiunian,21,59
2026-07-03T14:30:14Z,2026-06-29,616,N. Oberleitner,,59
2026-07-03T14:30:14Z,2026-06-29,616,Neil Oberleitner,26,59
2026-07-03T14:30:14Z,2026-06-29,617,A. Shah,,59
2026-07-03T14:30:14Z,2026-06-29,617,Aryan Shah,20,59
2026-07-03T14:30:14Z,2026-06-29,618,A. Barroso Campos,,59
2026-07-03T14:30:14Z,2026-06-29,618,Alberto Barroso Campos,30,59
2026-07-03T14:30:14Z,2026-06-29,619,D. De Jonge,,59
2026-07-03T14:30:14Z,2026-06-29,619,Daniel De Jonge,26,59
2026-07-03T14:30:14Z,2026-06-29,620,I. Lopez Morillo,,59
2026-07-03T14:30:14Z,2026-06-29,620,Imanol Lopez Morillo,26,59
2026-07-03T14:30:14Z,2026-06-29,621,B. Kuzuhara,,59
2026-07-03T14:30:14Z,2026-06-29,621,Bruno Kuzuhara,22,59
2026-07-03T14:30:14Z,2026-06-29,622,I. Gimenez,,58
2026-07-03T14:30:14Z,2026-06-29,622,Igor Gimenez,26,58
2026-07-03T14:30:14Z,2026-06-29,623,K. Ozolins,,58
2026-07-03T14:30:14Z,2026-06-29,623,Karlis Ozolins,24,58
2026-07-03T14:30:14Z,2026-06-29,624,O. Ovcharenko,,58
2026-07-03T14:30:14Z,2026-06-29,624,Oleksandr Ovcharenko,24,58
2026-07-03T14:30:14Z,2026-06-29,625,L. Bocchi,,58
2026-07-03T14:30:14Z,2026-06-29,625,Lorenzo Bocchi,28,58
2026-07-03T14:30:14Z,2026-06-29,626,S. De La Fuente,,58
2026-07-03T14:30:14Z,2026-06-29,626,Santiago De La Fuente,24,58
2026-07-03T14:30:14Z,2026-06-29,627,M. Zeitune,,58
2026-07-03T14:30:14Z,2026-06-29,627,Maximo Zeitune,20,58
2026-07-03T14:30:14Z,2026-06-29,628,B. Fernandez,,58
2026-07-03T14:30:14Z,2026-06-29,628,Bruno Fernandez,21,58
2026-07-03T14:30:14Z,2026-06-29,629,A. Weis,,57
2026-07-03T14:30:14Z,2026-06-29,629,Alexander Weis,29,57
2026-07-03T14:30:14Z,2026-06-29,630,A. Bouquier,,57
2026-07-03T14:30:14Z,2026-06-29,630,Arthur Bouquier,25,57
2026-07-03T14:30:14Z,2026-06-29,631,O. Krutykh,,57
2026-07-03T14:30:14Z,2026-06-29,631,Oleksii Krutykh,26,57
2026-07-03T14:30:14Z,2026-06-29,632,A. Magadan,,57
2026-07-03T14:30:14Z,2026-06-29,632,Alan Magadan,25,57
2026-07-03T14:30:14Z,2026-06-29,633,F. Iannaccone,,57
2026-07-03T14:30:14Z,2026-06-29,633,Federico Iannaccone,27,57
2026-07-03T14:30:14Z,2026-06-29,634,S. Kirchheimer,,57
2026-07-03T14:30:14Z,2026-06-29,634,Strong Kirchheimer,31,57
2026-07-03T14:30:14Z,2026-06-29,635,A. Pecci,,56
2026-07-03T14:30:14Z,2026-06-29,635,Alessandro Pecci,25,56
2026-07-03T14:30:14Z,2026-06-29,636,J. Simundza,,56
2026-07-03T14:30:14Z,2026-06-29,636,Josip Simundza,21,56
2026-07-03T14:30:14Z,2026-06-29,637,A. Omarkhanov,,56
2026-07-03T14:30:14Z,2026-06-29,637,Amir Omarkhanov,18,56
2026-07-03T14:30:14Z,2026-06-29,638,M. Efstathiou,,56
2026-07-03T14:30:14Z,2026-06-29,638,Melios Efstathiou,27,56
2026-07-03T14:30:14Z,2026-06-29,639,C. Eubanks,,55
2026-07-03T14:30:14Z,2026-06-29,639,Christopher Eubanks,30,55
2026-07-03T14:30:14Z,2026-06-29,640,D. Chan,,55
2026-07-03T14:30:14Z,2026-06-29,640,Duncan Chan,20,55
2026-07-03T14:30:14Z,2026-06-29,641,C. Huertas del Pino,,55
2026-07-03T14:30:14Z,2026-06-29,641,Conner Huertas del Pino,30,55
2026-07-03T14:30:14Z,2026-06-29,642,I. Radulov,,55
2026-07-03T14:30:14Z,2026-06-29,642,Iliyan Radulov,21,55
2026-07-03T14:30:14Z,2026-06-29,643,S. Mitsui,,55
2026-07-03T14:30:14Z,2026-06-29,643,Shunsuke Mitsui,24,55
2026-07-03T14:30:14Z,2026-06-29,644,A. Ganesan,,55
2026-07-03T14:30:14Z,2026-06-29,644,Adhithya Ganesan,20,55
2026-07-03T14:30:14Z,2026-06-29,645,P. Fajta,,55
2026-07-03T14:30:14Z,2026-06-29,645,Peter Fajta,24,55
2026-07-03T14:30:14Z,2026-06-29,646,L. Raquillet,,55
2026-07-03T14:30:14Z,2026-06-29,646,Leo Raquillet,20,55
2026-07-03T14:30:14Z,2026-06-29,647,K. Wehnelt,,55
2026-07-03T14:30:14Z,2026-06-29,647,Kai Wehnelt,30,55
2026-07-03T14:30:14Z,2026-06-29,648,Y. Ghazouani Durand,,55
2026-07-03T14:30:14Z,2026-06-29,648,Yanis Ghazouani Durand,25,55
2026-07-03T14:30:14Z,2026-06-29,649,S. Purtseladze,,55
2026-07-03T14:30:14Z,2026-06-29,649,Saba Purtseladze,24,55
2026-07-03T14:30:14Z,2026-06-29,650,G. Oradini,,55
2026-07-03T14:30:14Z,2026-06-29,650,Giovanni Oradini,28,55
2026-07-03T14:30:14Z,2026-06-29,651,B. Djuric,,54
2026-07-03T14:30:14Z,2026-06-29,651,Branko Djuric,21,54
2026-07-03T14:30:14Z,2026-06-29,652,D. Popko,,54
2026-07-03T14:30:14Z,2026-06-29,652,Dmitry Popko,29,54
2026-07-03T14:30:14Z,2026-06-29,653,S. Dev,,54
2026-07-03T14:30:14Z,2026-06-29,653,S D Prajwal Dev,30,54
2026-07-03T14:30:14Z,2026-06-29,654,I. Ivanov,,54
2026-07-03T14:30:14Z,2026-06-29,654,Ivan Ivanov,17,54
2026-07-03T14:30:14Z,2026-06-29,655,M. Hurrion,,54
2026-07-03T14:30:14Z,2026-06-29,655,Millen Hurrion,27,54
2026-07-03T14:30:14Z,2026-06-29,656,S. Linde Palacios,,54
2026-07-03T14:30:14Z,2026-06-29,656,Samuel Alejandro Linde Palacios,18,54
2026-07-03T14:30:14Z,2026-06-29,657,Y. Dzhavakian,,54
2026-07-03T14:30:14Z,2026-06-29,657,Yurii Dzhavakian,33,54
2026-07-03T14:30:14Z,2026-06-29,658,D. Sakellaridis,,54
2026-07-03T14:30:14Z,2026-06-29,658,Dimitris Sakellaridis,20,54
2026-07-03T14:30:14Z,2026-06-29,659,R. Seggerman,,53
2026-07-03T14:30:14Z,2026-06-29,659,Ryan Seggerman,26,53
2026-07-03T14:30:14Z,2026-06-29,660,F. Lechno-Wasiutynski,,53
2026-07-03T14:30:14Z,2026-06-29,660,Fryderyk Lechno-Wasiutynski,21,53
2026-07-03T14:30:14Z,2026-06-29,661,A. Kim,,53
2026-07-03T14:30:14Z,2026-06-29,661,Aidan Kim,21,53
2026-07-03T14:30:14Z,2026-06-29,662,M. Vrbensky,,53
2026-07-03T14:30:14Z,2026-06-29,662,Michael Vrbensky,26,53
2026-07-03T14:30:14Z,2026-06-29,663,A. Bakshi,,53
2026-07-03T14:30:14Z,2026-06-29,663,Aleksandre Bakshi,28,53
2026-07-03T14:30:14Z,2026-06-29,664,I. Kudriashov,,53
2026-07-03T14:30:14Z,2026-06-29,664,Igor Kudriashov,22,53
2026-07-03T14:30:14Z,2026-06-29,665,R. Colby,,53
2026-07-03T14:30:14Z,2026-06-29,665,Ryan Colby,22,53
2026-07-03T14:30:14Z,2026-06-29,666,Y. Takahashi,,53
2026-07-03T14:30:14Z,2026-06-29,666,Yusuke Takahashi,28,53
2026-07-03T14:30:14Z,2026-06-29,667,N. Villalon,,53
2026-07-03T14:30:14Z,2026-06-29,667,Nicolas Villalon,22,53
2026-07-03T14:30:14Z,2026-06-29,668,K. Saitoh,,53
2026-07-03T14:30:14Z,2026-06-29,668,Keisuke Saitoh,25,53
2026-07-03T14:30:14Z,2026-06-29,669,G. Elias,,52
2026-07-03T14:30:14Z,2026-06-29,669,Gastao Elias,35,52
2026-07-03T14:30:14Z,2026-06-29,670,A. Boros,,52
2026-07-03T14:30:14Z,2026-06-29,670,Attila Boros,22,52
2026-07-03T14:30:14Z,2026-06-29,671,Y. Demin,,52
2026-07-03T14:30:14Z,2026-06-29,671,Yaroslav Demin,20,52
2026-07-03T14:30:14Z,2026-06-29,672,Y. Kikuchi,,52
2026-07-03T14:30:14Z,2026-06-29,672,Yuta Kikuchi,26,52
2026-07-03T14:30:14Z,2026-06-29,673,S. Andreescu,,52
2026-07-03T14:30:14Z,2026-06-29,673,Stefan Adrian Andreescu,24,52
2026-07-03T14:30:14Z,2026-06-29,674,N. Arseneault,,51
2026-07-03T14:30:14Z,2026-06-29,674,Nicolas Arseneault,19,51
2026-07-03T14:30:14Z,2026-06-29,675,C. Ferguson,,51
2026-07-03T14:30:14Z,2026-06-29,675,Chase Ferguson,27,51
2026-07-03T14:30:14Z,2026-06-29,676,L. Vithoontien,,51
2026-07-03T14:30:14Z,2026-06-29,676,Leo Vithoontien,26,51
2026-07-03T14:30:14Z,2026-06-29,677,L. Alvarez,,50
2026-07-03T14:30:14Z,2026-06-29,677,Luis Carlos Alvarez,21,50
2026-07-03T14:30:14Z,2026-06-29,678,J. Watt,,50
2026-07-03T14:30:14Z,2026-06-29,678,James Watt,26,50
2026-07-03T14:30:14Z,2026-06-29,679,Y. Kawahashi,,50
2026-07-03T14:30:14Z,2026-06-29,679,Yuta Kawahashi,28,50
2026-07-03T14:30:14Z,2026-06-29,680,M. Cerny,,50
2026-07-03T14:30:14Z,2026-06-29,680,Matyas Cerny,24,50
2026-07-03T14:30:14Z,2026-06-29,681,E. Agafonov,,50
2026-07-03T14:30:14Z,2026-06-29,681,Egor Agafonov,23,50
2026-07-03T14:30:14Z,2026-06-29,682,P. Sornlaksup,,50
2026-07-03T14:30:14Z,2026-06-29,682,Pawit Sornlaksup,26,50
2026-07-03T14:30:14Z,2026-06-29,683,L. Angelini,,50
2026-07-03T14:30:14Z,2026-06-29,683,Lorenzo Angelini,20,50
2026-07-03T14:30:14Z,2026-06-29,684,A. Oetzbach,,49
2026-07-03T14:30:14Z,2026-06-29,684,Adrian Oetzbach,28,49
2026-07-03T14:30:14Z,2026-06-29,685,J. Wolf,,48
2026-07-03T14:30:14Z,2026-06-29,685,J.J. Wolf,27,48
2026-07-03T14:30:14Z,2026-06-29,686,M. Kestelboim,,48
2026-07-03T14:30:14Z,2026-06-29,686,Mariano Kestelboim,30,48
2026-07-03T14:30:14Z,2026-06-29,687,M. Beauge,,48
2026-07-03T14:30:14Z,2026-06-29,687,Maxence Beauge,26,48
2026-07-03T14:30:14Z,2026-06-29,688,U. Park,,48
2026-07-03T14:30:14Z,2026-06-29,688,Uisung Park,25,48
2026-07-03T14:30:14Z,2026-06-29,689,D. Nunez,,48
2026-07-03T14:30:14Z,2026-06-29,689,Daniel Antonio Nunez,25,48
2026-07-03T14:30:14Z,2026-06-29,690,D. Klok,,48
2026-07-03T14:30:14Z,2026-06-29,690,Denis Klok,28,48
2026-07-03T14:30:14Z,2026-06-29,691,L. Wessels,,48
2026-07-03T14:30:14Z,2026-06-29,691,Louis Wessels,27,48
2026-07-03T14:30:14Z,2026-06-29,692,E. Zhu,,48
2026-07-03T14:30:14Z,2026-06-29,692,Evan Zhu,27,48
2026-07-03T14:30:14Z,2026-06-29,693,I. Monzon,,48
2026-07-03T14:30:14Z,2026-06-29,693,Ignacio Monzon,28,48
2026-07-03T14:30:14Z,2026-06-29,694,D. Dietrich,,47
2026-07-03T14:30:14Z,2026-06-29,694,Dylan Dietrich,21,47
2026-07-03T14:30:14Z,2026-06-29,695,K. Kang,,47
2026-07-03T14:30:14Z,2026-06-29,695,Kyle Kang,21,47
2026-07-03T14:30:14Z,2026-06-29,696,O. Baris,,47
2026-07-03T14:30:14Z,2026-06-29,696,Ozan Baris,22,47
2026-07-03T14:30:14Z,2026-06-29,697,A. Azkara,,47
2026-07-03T14:30:14Z,2026-06-29,697,Arda Azkara,23,47
2026-07-03T14:30:14Z,2026-06-29,698,O. Weightman,,47
2026-07-03T14:30:14Z,2026-06-29,698,Oscar Weightman,24,47
2026-07-03T14:30:14Z,2026-06-29,699,Y. Mo,,47
