tournament_url,n_anchors_scanned,n_player_link_candidates,sample_hrefs,sample_link_texts,unique_player_keys_harvested
https://www.tennisabstract.com/current/2026ATPBarcelona.html,3,237,https://www.tennisabstract.com/cgi-bin/player.cgi?p=207989/Carlos-Alcaraz | https://www.tennisabstract.com/cgi-bin/player.cgi?p=202261/Otto-Virtanen | https://www.tennisabstract.com/cgi-bin/player.cgi?p=207830/Tomas-Machac | https://www.tennisabstract.com/cgi-bin/player.cgi?p=202104/Sebastian-Baez | https://www.tennisabstract.com/cgi-bin/player.cgi?p=124079/Pedro-Martinez,Carlos Alcaraz | Otto Virtanen | Tomas Machac | Sebastian Baez | Pedro Martinez,80
https://www.tennisabstract.com/current/2026ATPMunich.html,3,230,https://www.tennisabstract.com/cgi-bin/player.cgi?p=100644/Alexander-Zverev | https://www.tennisabstract.com/cgi-bin/player.cgi?p=200175/Miomir-Kecmanovic | https://www.tennisabstract.com/cgi-bin/player.cgi?p=209113/Gabriel-Diallo | https://www.tennisabstract.com/cgi-bin/player.cgi?p=126964/Vitaliy-Sachko | https://www.tennisabstract.com/cgi-bin/player.cgi?p=122298/Botic-Van-De-Zandschulp,Alexander Zverev | Miomir Kecmanovic | Gabriel Diallo | Vitaliy Sachko | Botic Van De Zandschulp,68
