match_date,tournament_name,round,round_raw_espn,winner_name,loser_name,score_text,espn_tournament_url,espn_daily_url
2026-04-11,BMW Open by Bitpanda,Q1,Qualifying 1st Round,Alex Molcan,Roberto Carballes Baena,6 3 4 || 0 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260411
2026-04-11,BMW Open by Bitpanda,Q1,Qualifying 1st Round - Center Court,Emilio Nava,David Goffin,6 6 || 4 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260411
2026-04-11,BMW Open by Bitpanda,Q1,Qualifying 1st Round - Court 1,Lorenzo Giustino,Sumit Nagal,6 3 || 1 6 RET,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260411
2026-04-11,BMW Open by Bitpanda,Q1,Qualifying 1st Round - Court 2,Max Hans Rehberg,Arthur Fery,6 7 7 || 2 6 1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260411
2026-04-11,BMW Open by Bitpanda,Q1,Qualifying 1st Round - Center Court,Alexander Shevchenko,Diego Dedura,6 7 7 || 3 6 5,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260411
2026-04-11,BMW Open by Bitpanda,Q1,Qualifying 1st Round - Court 1,Marko Topo,Ugo Blanchet,6 6 || 3 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260411
2026-04-11,BMW Open by Bitpanda,Q1,Qualifying 1st Round - Center Court,Marc-Andrea Huesler,Jan Choinski,4 6 4 || 6 4 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260411
2026-04-11,BMW Open by Bitpanda,Q1,Qualifying 1st Round - Court 1,Vitaliy Sachko,Damir Dzumhur,5 4 || 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260411
2026-04-12,BMW Open by Bitpanda,,,Alex Molcan,Emilio Nava,1 6 4 || 6 7 7,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260412
2026-04-12,BMW Open by Bitpanda,,,Diego Dedura,Sumit Nagal,6 8 6 6 || 7 10 3 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260412
2026-04-12,BMW Open by Bitpanda,,,Marc-Andrea Huesler,Marko Topo,6 6 || 0 1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260412
2026-04-12,BMW Open by Bitpanda,,,Vitaliy Sachko,Max Hans Rehberg,6 7 7 || 2 6 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260412
2026-04-13,BMW Open by Bitpanda,,,Ben Shelton,Emilio Nava,6 4 6 3 2 || 7 7 3 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260413
2026-04-13,BMW Open by Bitpanda,,,Francisco Cerundolo,Sumit Nagal,2 2 5 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260413
2026-04-13,BMW Open by Bitpanda,,,Arthur Rinderknech,Alex Michelsen,6 6 || 3 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260413
2026-04-13,BMW Open by Bitpanda,,,Alexander Blockx,Yannick Hanfmann,7 7 6 || 6 2 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260413
2026-04-13,BMW Open by Bitpanda,,,Gabriel Diallo,Vitaliy Sachko,6 6 || 1 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260413
2026-04-13,BMW Open by Bitpanda,,,Botic Van De Zandschulp,Marc-Andrea Huesler,7 9 6 || 6 7 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260413
2026-04-14,BMW Open by Bitpanda,,,Alexander Zverev,Miomir Kecmanovic,6 3 7 7 || 3 6 6 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-14,BMW Open by Bitpanda,,,Alex Molcan,Alexander Bublik,6 6 3 || 4 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-14,BMW Open by Bitpanda,,,Flavio Cobolli,Diego Dedura,6 7 || 4 5,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-14,BMW Open by Bitpanda,,,Luciano Darderi,Zhang Zhizhen,6 5 6 1 6 || 7 7 3 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-14,BMW Open by Bitpanda,,,Denis Shapovalov,Tallon Griekspoor,4 6 2 || 6 3 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-14,BMW Open by Bitpanda,,,Zizou Bergs,Marko Topo,6 6 || 1 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-14,BMW Open by Bitpanda,,,Daniel Altmaier,Marin Cilic,2 3 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-14,BMW Open by Bitpanda,,,Vit Kopriva,Justin Engel,3 7 2 || 6 5 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-14,BMW Open by Bitpanda,,,Joao Fonseca,Alejandro Tabilo,6 1 3 || 7 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260414
2026-04-15,BMW Open by Bitpanda,,,Ben Shelton,Alexander Blockx,4 6 8 2 || 6 7 10,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260415
2026-04-15,BMW Open by Bitpanda,,,Flavio Cobolli,Zizou Bergs,6 6 || 2 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260415
2026-04-15,BMW Open by Bitpanda,,,Vit Kopriva,Luciano Darderi,2 6 6 6 || 6 4 1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260415
2026-04-15,BMW Open by Bitpanda,,,Joao Fonseca,Arthur Rinderknech,3 2 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260415
2026-04-15,BMW Open by Bitpanda,,,Fabian Marozsan,Stefanos Tsitsipas,3 7 7 6 || 6 6 5 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260415
2026-04-16,BMW Open by Bitpanda,,,Alexander Zverev,Gabriel Diallo,6 6 || 1 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260416
2026-04-16,BMW Open by Bitpanda,,,Francisco Cerundolo,Botic Van De Zandschulp,3 0 5 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260416
2026-04-16,BMW Open by Bitpanda,,,Denis Shapovalov,Fabian Marozsan,7 7 6 || 6 4 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260416
2026-04-16,BMW Open by Bitpanda,,,Alex Molcan,Daniel Altmaier,4 6 10 || 6 7 12,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/12-2026/competitionType/1/date/20260416
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round,Patrick Kypson,Arthur Gea,1 4 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista 2,Quentin Halys,Matteo Arnaldi,1 7 7 6 2 || 6 6 1 7 7,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista Rafa Nadal,Hamad Medjedovic,Vilius Gaubas,7 15 6 || 6 13 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista Andres Gimeno,Sebastian Ofner,Alejo Sanchez Quilez,6 6 || 4 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista 2,Pedro Martinez,Pablo Carreno Busta,6 4 || 3 3 RET,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista Rafa Nadal,Juan Manuel Cerundolo,Giulio Zeppieri,6 7 || 1 5,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista Andres Gimeno,Marco Trungelliti,Nicolai Budkov Kjaer,6 4 6 || 4 6 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista Rafa Nadal,Jesper de Jong,Benjamin Bonzi,6 6 || 4 1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista 2,Alexandre Muller,Max Alcala Gurri,2 2 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista Andres Gimeno,Otto Virtanen,Aleksandar Vukic,3 7 9 4 || 6 6 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista 2,Daniel Merida,Francesco Maestrelli,5 4 || 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-11,Barcelona Open Banc Sabadell,Q1,Qualifying 1st Round - Pista Andres Gimeno,Ethan Quinn,Nikoloz Basilashvili,2 7 11 6 || 6 6 9 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260411
2026-04-12,Barcelona Open Banc Sabadell,,,Sebastian Ofner,Patrick Kypson,6 6 || 4 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260412
2026-04-12,Barcelona Open Banc Sabadell,,,Hamad Medjedovic,Quentin Halys,6 3 7 8 || 2 6 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260412
2026-04-12,Barcelona Open Banc Sabadell,,,Pedro Martinez,Marco Trungelliti,7 6 5 1 || 5 7 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260412
2026-04-12,Barcelona Open Banc Sabadell,,,Otto Virtanen,Alexandre Muller,6 6 || 4 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260412
2026-04-12,Barcelona Open Banc Sabadell,,,Ethan Quinn,Daniel Merida,6 6 || 3 1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260412
2026-04-12,Barcelona Open Banc Sabadell,,,Juan Manuel Cerundolo,Jesper de Jong,6 6 || 4 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260412
2026-04-13,Barcelona Open Banc Sabadell,,,Cameron Norrie,Stan Wawrinka,6 6 5 6 || 4 7 7 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260413
2026-04-13,Barcelona Open Banc Sabadell,,,Tomas Martin Etcheverry,Jack Draper,3 6 4 8 || 6 3 1 RET,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260413
2026-04-13,Barcelona Open Banc Sabadell,,,Rafael Jodar,Jaume Munar,1 2 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260413
2026-04-13,Barcelona Open Banc Sabadell,,,Nuno Borges,Adrian Mannarino,6 6 || 3 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260413
2026-04-13,Barcelona Open Banc Sabadell,,,Hamad Medjedovic,Marco Trungelliti,5 4 || 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260413
2026-04-13,Barcelona Open Banc Sabadell,,,Ethan Quinn,Reilly Opelka,5 6 7 || 7 7 9,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260413
2026-04-13,Barcelona Open Banc Sabadell,,,Corentin Moutet,Ignacio Buse,4 4 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260413
2026-04-14,Barcelona Open Banc Sabadell,,,Carlos Alcaraz,Otto Virtanen,6 6 || 4 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-14,Barcelona Open Banc Sabadell,,,Lorenzo Musetti,Martin Landaluce,5 2 2 || 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-14,Barcelona Open Banc Sabadell,,,Alex de Minaur,Sebastian Ofner,7 9 6 || 6 7 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-14,Barcelona Open Banc Sabadell,,,Camilo Ugo Carabelli,Karen Khachanov,6 6 4 || 3 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-14,Barcelona Open Banc Sabadell,,,Andrey Rublev,Mariano Navone,4 5 5 || 6 7,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-14,Barcelona Open Banc Sabadell,,,Arthur Fils,Terence Atmane,4 6 7 9 || 6 4 6 7,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-14,Barcelona Open Banc Sabadell,,,Brandon Nakashima,Juan Manuel Cerundolo,6 7 || 3 5,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-14,Barcelona Open Banc Sabadell,,,Tomas Machac,Sebastian Baez,2 6 6 || 6 4 1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-14,Barcelona Open Banc Sabadell,,,Lorenzo Sonego,Pedro Martinez,2 6 4 || 6 2 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260414
2026-04-15,Barcelona Open Banc Sabadell,,,Hamad Medjedovic,Alex de Minaur,3 4 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260415
2026-04-15,Barcelona Open Banc Sabadell,,,Cameron Norrie,Ethan Quinn,6 4 6 || 3 6 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260415
2026-04-15,Barcelona Open Banc Sabadell,,,Rafael Jodar,Camilo Ugo Carabelli,6 6 || 3 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260415
2026-04-15,Barcelona Open Banc Sabadell,,,Nuno Borges,Tomas Martin Etcheverry,6 7 7 || 3 6 4,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260415
2026-04-16,Barcelona Open Banc Sabadell,,,Lorenzo Musetti,Corentin Moutet,3 4 2 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260416
2026-04-16,Barcelona Open Banc Sabadell,,,Andrey Rublev,Lorenzo Sonego,2 3 5 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260416
2026-04-16,Barcelona Open Banc Sabadell,,,Arthur Fils,Brandon Nakashima,6 6 || 2 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/338-2026/competitionType/1/date/20260416
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round,Matteo Arnaldi,Hugo Gaston,6 5 7 7 || 1 7 6 5,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Court 10,Quentin Halys,Eliot Spizzirri,6 6 || 4 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Court 14,Kamil Majchrzak,Cruz Hewitt,6 7 || 4 5,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Show Court 1,Rinky Hijikata,Filip Misolic,6 6 || 3 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Show Court 2,Terence Atmane,Yannick Hanfmann,6 7 7 || 4 6 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Show Court 2,James Duckworth,Tristan Schoolkate,3 2 || 6 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Court 14,Christopher O'Connell,Nikoloz Basilashvili,6 6 || 2 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Show Court 2,Dane Sweeny,Jacob Fearnley,1 6 4 || 6 7 7,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Court 14,Ethan Quinn,Benjamin Bonzi,4 6 6 || 6 3 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Court 6,Raphael Collignon,Alexander Shevchenko,5 4 || 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Court 6,Pablo Carreno Busta,Mattia Bellucci,6 2 7 7 || 4 6 6 3,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-02,Brisbane International presented by ANZ,Q1,Qualifying 1st Round - Show Court 2,Arthur Cazaux,Martin Landaluce,6 6 || 3 2,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260102
2026-01-03,Brisbane International presented by ANZ,,,Quentin Halys,Kamil Majchrzak,6 6 5 4 || 1 7 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260103
2026-01-03,Brisbane International presented by ANZ,,,James Duckworth,Terence Atmane,6 4 2 || 7 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260103
2026-01-03,Brisbane International presented by ANZ,,,Raphael Collignon,Ethan Quinn,5 3 || 7 6,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1,https://www.espn.com/tennis/scoreboard/tournament/_/eventId/970-2026/competitionType/1/date/20260103
