edge_bucket,n_bets,wins,losses,win_rate,avg_adjusted_model_prob,avg_market_prob,avg_decimal_odds,avg_edge,avg_realized_return,total_profit_1unit,roi_per_bet,std_realized_return
"(0, 0.01]",331,173,158,0.5226586102719033,0.5279091909851913,0.5229144033031008,3.1690030211480362,0.0049947876820904255,-0.04945619335347432,-16.37,-0.04945619335347432,1.2881844189857237
"(0.01, 0.02]",294,149,145,0.5068027210884354,0.4986068074283551,0.4833918960490889,3.1491836734693877,0.015214911379266227,-0.008673469387755102,-2.55,-0.008673469387755102,1.325435059816971
"(0.02, 0.03]",267,148,119,0.5543071161048689,0.5245704218767555,0.49960428682967556,3.337041198501873,0.024966135047079868,0.05355805243445692,14.299999999999997,0.05355805243445692,1.2401038639653361
"(0.03, 0.04]",260,140,120,0.5384615384615384,0.5296058527093667,0.4950407347004242,3.3408461538461536,0.034565118008942484,0.027076923076923068,7.039999999999997,0.027076923076923068,1.2031903832341324
"(0.04, 0.05]",248,131,117,0.5282258064516129,0.5208806075612384,0.4756813810023291,3.140322580645161,0.04519922655890925,0.16411290322580646,40.7,0.16411290322580646,1.5029622637141034
"(0.05, 0.06]",237,133,104,0.5611814345991561,0.5323219343730671,0.4776649986848132,3.289662447257384,0.05465693568825367,0.1582278481012659,37.500000000000014,0.1582278481012659,1.5304043662171287
"(0.06, 0.08]",412,222,190,0.5388349514563107,0.5439873011742982,0.4743486162987561,2.792354368932039,0.06963868487554199,0.11638349514563105,47.949999999999996,0.11638349514563105,1.3336335228446035
"(0.08, 0.10]",361,179,182,0.49584487534626037,0.5668923288055405,0.4773930088558073,2.728725761772853,0.08949931994973305,-0.060526315789473685,-21.85,-0.060526315789473685,1.076047035320586
"(0.10, 1.00]",1463,727,736,0.4969241285030759,0.5959548669625697,0.42247706828367304,2.858933697881066,0.17347779867889673,0.17181818181818181,251.37,0.17181818181818181,1.459173623399891
