strategy_key,prob_mode,edge_threshold,match_id,date,surface,year,odds_source,prob,market_prob,edge,p1_decimal_odds,full_kelly,kelly_fraction_applied,bet_size,bankroll_before,bankroll_after,pnl,correct
raw_t0.02,raw,0.02,2025-580_89.0,2025-01-15,hard,2025,pinnacle,0.2623932361602783,0.2409638554216867,0.02142938073859163,4.15,0.028232358750842883,0.014116179375421442,225593.70392011374,15981215.449338153,16691835.616686512,710620.1673483583,1
raw_t0.02,raw,0.02,2025-580_86.0,2025-01-15,hard,2025,pinnacle,0.1818104088306427,0.1360544217687075,0.045755987061935205,7.35,0.052961654315783285,0.026480827157891643,442013.6139134152,16691835.616686512,16249822.002773097,-442013.6139134152,0
raw_t0.02,raw,0.02,2025-580_85.0,2025-01-15,hard,2025,pinnacle,0.3849621415138244,0.3367003367003366,0.048261804813487796,2.97,0.0727601828914003,0.03638009144570015,591170.0104372356,16249822.002773097,15658651.992335862,-591170.0104372356,0
raw_t0.02,raw,0.02,2025-580_87.0,2025-01-15,hard,2025,pinnacle,0.7125909924507141,0.6802721088435374,0.03231888360717672,1.47,0.10108246575010583,0.05,782932.5996167931,15658651.992335862,16026630.314155754,367978.32181989274,1
raw_t0.02,raw,0.02,2025-580_83.0,2025-01-15,hard,2025,pinnacle,0.6960760951042175,0.5617977528089888,0.13427834229522873,1.78,0.3064300631865477,0.05,801331.5157077877,16026630.314155754,15225298.798447967,-801331.5157077877,0
raw_t0.02,raw,0.02,2025-580_66.0,2025-01-16,hard,2025,pinnacle,0.1043621897697448,0.0549450549450549,0.0494171348246899,18.2,0.05229022405868346,0.02614511202934173,398067.1427656241,15225298.798447967,14827231.655682342,-398067.1427656241,0
raw_t0.02,raw,0.02,2025-580_69.0,2025-01-16,hard,2025,pinnacle,0.7638255953788757,0.4444444444444444,0.3193811509344313,2.25,0.5748860716819764,0.05,741361.5827841172,14827231.655682342,15753933.63416249,926701.9784801465,1
raw_t0.02,raw,0.02,2025-580_74.0,2025-01-16,hard,2025,pinnacle,0.8127784132957458,0.7575757575757576,0.05520265571998828,1.32,0.22771095484495174,0.05,787696.6817081245,15753933.63416249,16005996.57230909,252062.9381465999,1
raw_t0.02,raw,0.02,2025-580_112.0,2025-01-17,hard,2025,pinnacle,0.422912061214447,0.3773584905660377,0.045553570648409314,2.65,0.07316179528380881,0.036580897641904406,585513.7222683115,16005996.57230909,16972094.214051805,966097.641742714,1
raw_t0.02,raw,0.02,2025-580_111.0,2025-01-17,hard,2025,pinnacle,0.4955025911331177,0.2493765586034912,0.24612603252962648,4.01,0.3278954785527581,0.05,848604.7107025903,16972094.214051805,16123489.503349215,-848604.7107025903,0
raw_t0.02,raw,0.02,2025-580_108.0,2025-01-17,hard,2025,pinnacle,0.2594167292118072,0.160513643659711,0.0989030855520962,6.23,0.11781380936702848,0.05,806174.4751674607,16123489.503349215,15317315.028181754,-806174.4751674607,0
raw_t0.02,raw,0.02,2025-580_107.0,2025-01-17,hard,2025,pinnacle,0.8795862197875977,0.819672131147541,0.05991408864005665,1.22,0.3322508551857688,0.05,765865.7514090878,15317315.028181754,15485805.493491754,168490.4653099993,1
raw_t0.02,raw,0.02,2025-580_110.0,2025-01-17,hard,2025,pinnacle,0.4854513108730316,0.1890359168241966,0.296415394048835,5.29,0.3655098914961159,0.05,774290.2746745878,15485805.493491754,14711515.218817167,-774290.2746745878,0
raw_t0.02,raw,0.02,2025-741_22.0,2025-01-17,grass,2025,pinnacle,0.4273689985275268,0.3773584905660377,0.05001050796148909,2.65,0.08031990672602787,0.04015995336301394,590813.7650869671,14711515.218817167,15686357.931210663,974842.7123934957,1
raw_t0.02,raw,0.02,2025-421_69.0,2025-01-17,hard,2025,pinnacle,0.7018213868141174,0.3773584905660377,0.3244628962480797,2.65,0.5211070757923704,0.05,784317.8965605332,15686357.931210663,16980482.46053554,1294124.5293248796,1
raw_t0.02,raw,0.02,2025-580_103.0,2025-01-18,hard,2025,pinnacle,0.5645930767059326,0.4830917874396135,0.08150128926631911,2.07,0.15767071848717798,0.05,849024.1230267771,16980482.46053554,16131458.337508764,-849024.1230267771,0
raw_t0.02,raw,0.02,2025-580_100.0,2025-01-18,hard,2025,pinnacle,0.8074619174003601,0.6666666666666666,0.14079525073369348,1.5,0.4223857522010803,0.05,806572.9168754383,16131458.337508764,16534744.795946483,403286.45843771915,1
raw_t0.02,raw,0.02,2025-741_12.0,2025-01-18,grass,2025,pinnacle,0.6204639077186584,0.4830917874396135,0.13737212027904494,2.07,0.2657572794183392,0.05,826737.2397973242,16534744.795946483,15708007.556149159,-826737.2397973242,0
raw_t0.02,raw,0.02,2025-580_98.0,2025-01-18,hard,2025,pinnacle,0.256842702627182,0.1351351351351351,0.12170756749204692,7.4,0.14072437491267922,0.05,785400.3778074579,15708007.556149159,20734569.97411689,5026562.417967731,1
raw_t0.02,raw,0.02,2025-M-DC-2025-QLS-M-DEN-SRB-01_3.0,2025-01-18,hard,2025,pinnacle,0.7189284563064575,0.6666666666666666,0.05226178963979089,1.5,0.15678536891937256,0.05,1036728.4987058446,20734569.97411689,21252934.223469812,518364.2493529223,1
raw_t0.02,raw,0.02,2025-580_119.0,2025-01-19,hard,2025,pinnacle,0.323512852191925,0.2136752136752137,0.1098376385167113,4.68,0.13968482289625242,0.05,1062646.7111734906,21252934.223469812,20190287.512296323,-1062646.7111734906,0
raw_t0.02,raw,0.02,2025-580_120.0,2025-01-19,hard,2025,pinnacle,0.2938072979450226,0.2222222222222222,0.07158507572280037,4.5,0.09203795450074333,0.046018977250371663,929136.3817068276,20190287.512296323,19261151.130589496,-929136.3817068276,0
raw_t0.02,raw,0.02,2025-580_113.0,2025-01-20,hard,2025,pinnacle,0.1199427098035812,0.089047195013357,0.03089551479022419,11.23,0.03391560421253342,0.01695780210626671,326626.78921143204,19261151.130589496,18934524.341378063,-326626.78921143204,0
raw_t0.02,raw,0.02,2025-580_114.0,2025-01-20,hard,2025,pinnacle,0.8133777379989624,0.78125,0.0321277379989624,1.28,0.14686965942382818,0.05,946726.2170689031,18934524.341378063,19199607.682157356,265083.3407792929,1
