match_id,surface,year,round,p1_name,p2_name,prob,correct,p1_match_key,p2_match_key,surf_norm
2022-1536_16.0,clay,2022,R64,botic van de zandschulp,pablo carreno busta,0.3271250426769256,1,de zandschulp b,carreno busta p,clay
2022-1536_35.0,clay,2022,R32,botic van de zandschulp,david goffin,0.5234734416007996,0,de zandschulp b,goffin d,clay
2022-308_14.0,clay,2022,R16,botic van de zandschulp,egor gerasimov,0.6575837731361389,1,de zandschulp b,gerasimov e,clay
2022-308_21.0,clay,2022,QF,botic van de zandschulp,casper ruud,0.1306092441082,1,de zandschulp b,ruud c,clay
2022-308_25.0,clay,2022,SF,botic van de zandschulp,miomir kecmanovic,0.2708933353424072,1,de zandschulp b,kecmanovic m,clay
2022-308_27.0,clay,2022,F,botic van de zandschulp,holger rune,0.4190580248832702,0,de zandschulp b,rune h,clay
2022-308_3.0,clay,2022,R32,botic van de zandschulp,brandon nakashima,0.327493667602539,1,de zandschulp b,nakashima b,clay
2022-308_6.0,clay,2022,R32,max hans rehberg,miomir kecmanovic,0.1020354852080345,0,hans rehberg m,kecmanovic m,clay
2022-314_12.0,clay,2022,R32,jiri lehecka,tomas martin etcheverry,0.403436541557312,1,lehecka j,martin etcheverry t,clay
2022-314_15.0,clay,2022,R16,juan pablo varillas,roberto bautista agut,0.3421132564544678,1,pablo varillas j,bautista agut r,clay
2022-314_22.0,clay,2022,QF,dominic thiem,juan pablo varillas,0.6299983263015747,1,thiem d,pablo varillas j,clay
2022-314_4.0,clay,2022,R32,juan pablo varillas,lorenzo sonego,0.2397059202194214,1,pablo varillas j,sonego l,clay
2022-316_8.0,clay,2022,R32,albert ramos-vinolas,tomas martin etcheverry,0.6928033232688904,1,ramos-vinolas a,martin etcheverry t,clay
2022-319_12.0,clay,2022,R32,carlos taberner,juan pablo varillas,0.4151561260223388,0,taberner c,pablo varillas j,clay
2022-319_20.0,clay,2022,R16,albert ramos-vinolas,juan pablo varillas,0.6158042550086975,1,ramos-vinolas a,pablo varillas j,clay
2022-319_5.0,clay,2022,R32,daniel dutra da silva,filip misolic,0.2533710896968841,0,da silva d,misolic f,clay
2022-322_15.0,clay,2022,R16,christopher o'connell,reilly opelka,0.2708998024463653,0,oconnell c,opelka r,clay
2022-322_4.0,clay,2022,R32,albert ramos-vinolas,christopher o'connell,0.7534149289131165,0,ramos-vinolas a,oconnell c,clay
2022-360_13.0,clay,2022,R32,botic van de zandschulp,hugo dellien,0.783299446105957,1,de zandschulp b,dellien h,clay
2022-360_23.0,clay,2022,R16,botic van de zandschulp,vit kopriva,0.5295875668525696,1,de zandschulp b,kopriva v,clay
2022-360_28.0,clay,2022,QF,alex molcan,botic van de zandschulp,0.5594812035560608,1,molcan a,de zandschulp b,clay
2022-410_19.0,clay,2022,R64,botic van de zandschulp,sebastian korda,0.450721800327301,0,de zandschulp b,korda s,clay
2022-414_18.0,clay,2022,R16,aslan karatsev,daniel elahi galan,0.46604785323143,1,karatsev a,elahi galan d,clay
2022-414_3.0,clay,2022,R32,daniel elahi galan,federico coria,0.3639877438545227,1,elahi galan d,coria f,clay
2022-414_7.0,clay,2022,R32,jozef kovalik,max hans rehberg,0.8074072003364563,1,kovalik j,hans rehberg m,clay
2022-414_8.0,clay,2022,R32,alejandro davidovich fokina,botic van de zandschulp,0.7343553304672241,1,davidovich fokina a,de zandschulp b,clay
2022-416_13.0,clay,2022,R64,botic van de zandschulp,sebastian korda,0.3256027400493622,1,de zandschulp b,korda s,clay
2022-416_33.0,clay,2022,R32,botic van de zandschulp,casper ruud,0.2751297354698181,0,de zandschulp b,ruud c,clay
2022-425_14.0,clay,2022,R64,gian marco moroni,jaume munar,0.2818785309791565,0,marco moroni g,munar j,clay
2022-439_11.0,clay,2022,R32,facundo bagnis,tomas martin etcheverry,0.5647537708282471,1,bagnis f,martin etcheverry t,clay
2022-439_17.0,clay,2022,R16,daniel elahi galan,giulio zeppieri,0.3961333632469177,0,elahi galan d,zeppieri g,clay
2022-439_7.0,clay,2022,R32,daniel elahi galan,fabio fognini,0.6032360792160034,1,elahi galan d,fognini f,clay
2022-506_1.0,clay,2022,R32,jaume munar,tomas martin etcheverry,0.71071857213974,1,munar j,martin etcheverry t,clay
2022-506_8.0,clay,2022,R32,juan ignacio londero,pablo andujar,0.5887135863304138,0,ignacio londero j,andujar p,clay
2022-520_100.0,clay,2022,R32,botic van de zandschulp,rafael nadal,0.0896220430731773,0,de zandschulp b,nadal r,clay
2022-520_13.0,clay,2022,R128,botic van de zandschulp,pavel kotov,0.8094821572303772,1,de zandschulp b,kotov p,clay
2022-520_3.0,clay,2022,R128,aljaz bedene,christopher o'connell,0.6010675430297852,1,bedene a,oconnell c,clay
2022-520_32.0,clay,2022,R128,carlos alcaraz,juan ignacio londero,0.9731330275535583,1,alcaraz c,ignacio londero j,clay
2022-520_35.0,clay,2022,R128,chun-hsin tseng,joao sousa,0.3247024118900299,0,tseng c,sousa j,clay
2022-520_61.0,clay,2022,R128,miomir kecmanovic,tomas martin etcheverry,0.8111160397529602,1,kecmanovic m,martin etcheverry t,clay
2022-520_71.0,clay,2022,R64,botic van de zandschulp,fabio fognini,0.5526995062828064,1,de zandschulp b,fognini f,clay
2022-520_9.0,clay,2022,R128,felix auger-aliassime,juan pablo varillas,0.8957647681236267,1,auger-aliassime f,pablo varillas j,clay
2022-6932_11.0,clay,2022,R32,daniel elahi galan,federico delbonis,0.3798216879367828,0,elahi galan d,delbonis f,clay
2022-6932_13.0,clay,2022,R16,francisco cerundolo,roberto carballes baena,0.562088668346405,1,cerundolo f,carballes baena r,clay
2022-6932_2.0,clay,2022,R32,felipe meligeni alves,miomir kecmanovic,0.2382472455501556,0,meligeni alves f,kecmanovic m,clay
2022-6932_6.0,clay,2022,R32,albert ramos-vinolas,juan ignacio londero,0.5879648327827454,1,ramos-vinolas a,ignacio londero j,clay
2022-717_12.0,clay,2022,R32,daniel elahi galan,sam querrey,0.6267783045768738,0,elahi galan d,querrey s,clay
2022-717_9.0,clay,2022,R32,juan pablo varillas,mitchell krueger,0.3524875044822693,0,pablo varillas j,krueger m,clay
2022-7694_10.0,clay,2022,R32,sebastian baez,tomas martin etcheverry,0.786856472492218,1,baez s,martin etcheverry t,clay
2022-8996_1.0,clay,2022,R32,carlos taberner,juan manuel cerundolo,0.5390044450759888,1,taberner c,manuel cerundolo j,clay
2022-8996_11.0,clay,2022,R32,holger rune,matheus pucinelli de almeida,0.5753821730613708,0,rune h,de almeida m,clay
2022-8996_16.0,clay,2022,R16,juan ignacio londero,sebastian baez,0.5211369395256042,0,ignacio londero j,baez s,clay
2022-8996_19.0,clay,2022,R16,matheus pucinelli de almeida,miomir kecmanovic,0.350245863199234,0,de almeida m,kecmanovic m,clay
2022-8996_5.0,clay,2022,R32,juan ignacio londero,tomas martin etcheverry,0.5443927645683289,1,ignacio londero j,martin etcheverry t,clay
2022-8996_6.0,clay,2022,R32,juan pablo varillas,sebastian baez,0.3005620241165161,0,pablo varillas j,baez s,clay
2022-8996_9.0,clay,2022,R32,daniel elahi galan,jaume munar,0.3758913278579712,0,elahi galan d,munar j,clay
2022-9158_1.0,clay,2022,R32,nicolas jarry,tomas martin etcheverry,0.3302459716796875,0,jarry n,martin etcheverry t,clay
2022-9158_11.0,clay,2022,R32,daniel elahi galan,hugo dellien,0.6599235534667969,1,elahi galan d,dellien h,clay
2022-9158_12.0,clay,2022,R32,federico coria,juan pablo ficovich,0.8005675673484802,0,coria f,pablo ficovich j,clay
2022-9158_13.0,clay,2022,R16,nikola milojevic,tomas martin etcheverry,0.316230297088623,1,milojevic n,martin etcheverry t,clay
2022-9158_14.0,clay,2022,R16,juan ignacio londero,pedro martinez,0.3069536983966827,1,ignacio londero j,martinez p,clay
2022-9158_16.0,clay,2022,R16,albert ramos-vinolas,juan pablo varillas,0.5122175812721252,1,ramos-vinolas a,pablo varillas j,clay
2022-9158_19.0,clay,2022,R16,daniel elahi galan,jaume munar,0.6734921336174011,1,elahi galan d,munar j,clay
2022-9158_2.0,clay,2022,R32,juan ignacio londero,yannick hanfmann,0.2178945094347,1,ignacio londero j,hanfmann y,clay
2022-9158_20.0,clay,2022,R16,diego schwartzman,juan pablo ficovich,0.8386333584785461,1,schwartzman d,pablo ficovich j,clay
2022-9158_21.0,clay,2022,QF,juan ignacio londero,nikola milojevic,0.4631998836994171,1,ignacio londero j,milojevic n,clay
2022-9158_24.0,clay,2022,QF,daniel elahi galan,diego schwartzman,0.3715246617794037,0,elahi galan d,schwartzman d,clay
2022-9158_25.0,clay,2022,SF,albert ramos-vinolas,juan ignacio londero,0.5756281018257141,1,ramos-vinolas a,ignacio londero j,clay
2022-9158_5.0,clay,2022,R32,facundo bagnis,juan pablo varillas,0.5740190148353577,0,bagnis f,pablo varillas j,clay
2022-M-DC-2022-QLS-M-ARG-CZE-01_1.0,clay,2022,RR,jiri lehecka,sebastian baez,0.3000375926494598,0,lehecka j,baez s,clay
2022-M-DC-2022-QLS-M-ARG-CZE-01_2.0,clay,2022,RR,diego schwartzman,tomas machac,0.7632449865341187,1,schwartzman d,machac t,clay
2022-M-DC-2022-QLS-M-ARG-CZE-01_3.0,clay,2022,RR,federico coria,vit kopriva,0.7003345489501953,1,coria f,kopriva v,clay
2022-M-DC-2022-QLS-M-CAN-NED-01_1.0,clay,2022,RR,alexis galarneau,botic van de zandschulp,0.4220490753650665,0,galarneau a,de zandschulp b,clay
2022-M-DC-2022-QLS-M-CAN-NED-01_2.0,clay,2022,RR,steven diez,tallon griekspoor,0.4850475490093231,0,diez s,griekspoor t,clay
2022-M-DC-2022-QLS-M-CAN-NED-01_3.0,clay,2022,RR,robin haase,steven diez,0.3148272335529327,1,haase r,diez s,clay
2022-M-DC-2022-QLS-M-ESP-ROU-01_1.0,clay,2022,RR,gabi adrian boitan,roberto bautista agut,0.1231808066368103,0,adrian boitan g,bautista agut r,clay
2022-M-DC-2022-QLS-M-ESP-ROU-01_2.0,clay,2022,RR,carlos alcaraz,marius copil,0.8279708623886108,1,alcaraz c,copil m,clay
2022-M-DC-2022-QLS-M-ESP-ROU-01_3.0,clay,2022,RR,marius copil,roberto bautista agut,0.1158115863800048,0,copil m,bautista agut r,clay
2022-M-DC-2022-QLS-M-GER-BRA-01_1.0,clay,2022,RR,alexander zverev,thiago seyboth wild,0.953407108783722,1,zverev a,seyboth wild t,clay
2022-M-DC-2022-QLS-M-GER-BRA-01_2.0,clay,2022,RR,jan-lennard struff,thiago monteiro,0.3669125735759735,0,struff j,monteiro t,clay
2022-M-DC-2022-QLS-M-GER-BRA-01_3.0,clay,2022,RR,alexander zverev,thiago monteiro,0.9322789311408995,1,zverev a,monteiro t,clay
2022-M-DC-2022-WG1-M-AUT-PAK-01_1.0,clay,2022,RR,jurij rodionov,muhammad shoaib,0.8893647193908691,1,rodionov j,shoaib m,clay
2022-M-DC-2022-WG1-M-AUT-PAK-01_2.0,clay,2022,RR,filip misolic,muzammil murtaza,0.901533544063568,1,misolic f,murtaza m,clay
2022-M-DC-2022-WG1-M-AUT-PAK-01_3.0,clay,2022,RR,jurij rodionov,muzammil murtaza,0.8760952949523926,1,rodionov j,murtaza m,clay
2022-M-DC-2022-WG1-M-BIH-MEX-01_1.0,clay,2022,RR,gerardo lopez villasenor,nerman fatic,0.2151214629411697,0,lopez villasenor g,fatic n,clay
2022-M-DC-2022-WG1-M-BIH-MEX-01_2.0,clay,2022,RR,alan fernando rubio fierros,damir dzumhur,0.3614760339260101,0,rubio fierros a,dzumhur d,clay
2022-M-DC-2022-WG1-M-BIH-MEX-01_3.0,clay,2022,RR,andrej nedic,luis carlos alvarez,0.4447774589061737,0,nedic a,carlos alvarez l,clay
2022-M-DC-2022-WG1-M-CHI-PER-01_1.0,clay,2022,RR,alejandro tabilo,nicolas alvarez,0.6593703627586365,1,tabilo a,alvarez n,clay
2022-M-DC-2022-WG1-M-CHI-PER-01_2.0,clay,2022,RR,juan pablo varillas,nicolas jarry,0.3848045766353607,1,pablo varillas j,jarry n,clay
2022-M-DC-2022-WG1-M-CHI-PER-01_3.0,clay,2022,RR,alejandro tabilo,juan pablo varillas,0.6875579357147217,0,tabilo a,pablo varillas j,clay
2022-M-DC-2022-WG1-M-CHI-PER-01_4.0,clay,2022,RR,nicolas alvarez,nicolas jarry,0.2636904716491699,0,alvarez n,jarry n,clay
2022-M-DC-2022-WG1-M-COL-TUR-01_1.0,clay,2022,RR,altug celikbilek,nicolas mejia,0.5738326907157898,0,celikbilek a,mejia n,clay
2022-M-DC-2022-WG1-M-COL-TUR-01_2.0,clay,2022,RR,cem ilkel,daniel elahi galan,0.1390161365270614,0,ilkel c,elahi galan d,clay
2022-M-DC-2022-WG1-M-COL-TUR-01_3.0,clay,2022,RR,nicolas barrientos,yanki erel,0.2962575554847717,1,barrientos n,erel y,clay
2022-M-DC-2022-WG1-M-SVK-ROU-01_1.0,clay,2022,RR,nicholas david ionel,norbert gombos,0.4958944320678711,1,david ionel n,gombos n,clay
2022-M-DC-2022-WG1-M-SVK-ROU-01_2.0,clay,2022,RR,alex molcan,marius copil,0.8698409795761108,1,molcan a,copil m,clay
2022-M-DC-2022-WG1-M-SVK-ROU-01_3.0,clay,2022,RR,alex molcan,nicholas david ionel,0.634415864944458,1,molcan a,david ionel n,clay
2022-M-DC-2022-WG1-PO-CHI-SLO-01_1.0,clay,2022,RR,alejandro tabilo,bor artnak,0.9195321202278136,1,tabilo a,artnak b,clay
2022-M-DC-2022-WG1-PO-CHI-SLO-01_2.0,clay,2022,RR,blaz rola,nicolas jarry,0.2513435781002044,0,rola b,jarry n,clay
2022-M-DC-2022-WG1-PO-CHI-SLO-01_3.0,clay,2022,RR,diego fernandez flores,sebastian dominko,0.8075231909751892,1,fernandez flores d,dominko s,clay
2022-M-DC-2022-WG2-M-RSA-BUL-01_1.0,clay,2022,RR,dimitar kuzmanov,lleyton cronje,0.889816403388977,1,kuzmanov d,cronje l,clay
2022-M-DC-2022-WG2-M-RSA-BUL-01_2.0,clay,2022,RR,alexandar lazarov,philip henning,0.7826233506202698,1,lazarov a,henning p,clay
2022-M-DC-2022-WG2-M-SLO-EST-01_1.0,clay,2022,RR,bor artnak,mark lajal,0.250367134809494,1,artnak b,lajal m,clay
2022-M-DC-2022-WG2-M-SLO-EST-01_2.0,clay,2022,RR,aljaz bedene,kristjan tamm,0.8170214295387268,1,bedene a,tamm k,clay
2022-M-DC-2022-WG2-M-SLO-EST-01_3.0,clay,2022,RR,mark lajal,matic kriznik,0.8781653642654419,0,lajal m,kriznik m,clay
2022-M-DC-2022-WG2-M-URU-CHN-01_1.0,clay,2022,RR,ignacio carou,zhizhen zhang,0.287589818239212,0,carou i,zhang z,clay
2022-M-DC-2022-WG2-M-URU-CHN-01_2.0,clay,2022,RR,martin cuevas,yunchaokete bu,0.8977455496788025,1,cuevas m,yunchaokete b,clay
2022-M-DC-2022-WG2-M-URU-CHN-01_3.0,clay,2022,RR,martin cuevas,zhizhen zhang,0.1503088474273681,0,cuevas m,zhang z,clay
2022-M-DC-2022-WG2-M-URU-CHN-01_4.0,clay,2022,RR,ignacio carou,rigele te,0.3249830603599548,0,carou i,rigele t,clay
2022-M-DC-2022-WG2-PO-EGY-CYP-01_1.0,clay,2022,RR,menelaos efstathiou,mohamed safwat,0.1816393435001373,0,efstathiou m,safwat m,clay
2022-M-DC-2022-WG2-PO-EGY-CYP-01_2.0,clay,2022,RR,karim-mohamed maamoun,petros chrysochos,0.2584351003170013,0,maamoun k,chrysochos p,clay
2022-M-DC-2022-WG2-PO-EGY-CYP-01_3.0,clay,2022,RR,mohamed safwat,petros chrysochos,0.6229519248008728,1,safwat m,chrysochos p,clay
2022-M-DC-2022-WG2-PO-EGY-CYP-01_4.0,clay,2022,RR,amr elsayed abdou ah mohamed,stylianos christodoulou,0.1908572316169738,1,ah mohamed a,christodoulou s,clay
2022-M-DC-2022-WG2-PO-GRE-JAM-01_1.0,clay,2022,RR,michail pervolarakis,rowland phillips,0.6753709316253662,0,pervolarakis m,phillips r,clay
2022-M-DC-2022-WG2-PO-GRE-JAM-01_2.0,clay,2022,RR,blaise bicknell,petros tsitsipas,0.2218075543642044,1,bicknell b,tsitsipas p,clay
2022-M-DC-2022-WG2-PO-GRE-JAM-01_3.0,clay,2022,RR,aristotelis thanos,blaise bicknell,0.3363920152187347,1,thanos a,bicknell b,clay
2022-M-DC-2022-WG2-PO-GRE-JAM-01_4.0,clay,2022,RR,petros tsitsipas,rowland phillips,0.7590619325637817,1,tsitsipas p,phillips r,clay
2022-311_19.0,grass,2022,R16,botic van de zandschulp,grigor dimitrov,0.3518421649932861,1,de zandschulp b,dimitrov g,grass
2022-311_26.0,grass,2022,QF,alejandro davidovich fokina,botic van de zandschulp,0.4998856484889984,0,davidovich fokina a,de zandschulp b,grass
2022-311_29.0,grass,2022,SF,botic van de zandschulp,matteo berrettini,0.2576839923858642,0,de zandschulp b,berrettini m,grass
2022-311_6.0,grass,2022,R32,botic van de zandschulp,paul jubb,0.8172836899757385,1,de zandschulp b,jubb p,grass
2022-321_11.0,grass,2022,R32,andy murray,christopher o'connell,0.8409395217895508,1,murray a,oconnell c,grass
2022-440_10.0,grass,2022,R32,botic van de zandschulp,emil ruusuvuori,0.6057467460632324,0,de zandschulp b,ruusuvuori e,grass
2022-540_107.0,grass,2022,R32,brandon nakashima,daniel elahi galan,0.6112134456634521,1,nakashima b,elahi galan d,grass
2022-540_111.0,grass,2022,R32,botic van de zandschulp,richard gasquet,0.5819322466850281,1,de zandschulp b,gasquet r,grass
2022-540_120.0,grass,2022,R16,botic van de zandschulp,rafael nadal,0.098450019955635,0,de zandschulp b,nadal r,grass
2022-540_18.0,grass,2022,R128,tomas martin etcheverry,ugo humbert,0.2476719170808792,0,martin etcheverry t,humbert u,grass
2022-540_43.0,grass,2022,R128,daniel elahi galan,dominik koepfer,0.4830717146396637,1,elahi galan d,koepfer d,grass
2022-540_60.0,grass,2022,R128,botic van de zandschulp,feliciano lopez,0.838239312171936,1,de zandschulp b,lopez f,grass
2022-540_86.0,grass,2022,R64,daniel elahi galan,roberto bautista agut,0.172414019703865,1,elahi galan d,bautista agut r,grass
2022-540_94.0,grass,2022,R64,botic van de zandschulp,emil ruusuvuori,0.5841612219810486,1,de zandschulp b,ruusuvuori e,grass
2022-8994_4.0,grass,2022,R32,botic van de zandschulp,marcos giron,0.7089561820030212,0,de zandschulp b,giron m,grass
2022-M-DC-2022-WG1-PO-IND-DEN-01_1.0,grass,2022,RR,christian sigsgaard,ramkumar ramanathan,0.544018566608429,0,sigsgaard c,ramanathan r,grass
2022-M-DC-2022-WG1-PO-IND-DEN-01_2.0,grass,2022,RR,mikael torpegaard,yuki bhambri,0.484971821308136,0,torpegaard m,bhambri y,grass
2022-M-DC-2022-WG1-PO-IND-DEN-01_3.0,grass,2022,RR,johannes ingildsen,ramkumar ramanathan,0.4801833927631378,0,ingildsen j,ramanathan r,grass
2022-M-DC-2022-WG1-PO-PAK-LTU-01_1.0,grass,2022,RR,aqeel khan,laurynas grigelis,0.5635114312171936,1,khan a,grigelis l,grass
2022-M-DC-2022-WG1-PO-PAK-LTU-01_2.0,grass,2022,RR,muhammad shoaib,ricardas berankis,0.2995923161506653,0,shoaib m,berankis r,grass
2022-M-DC-2022-WG1-PO-PAK-LTU-01_3.0,grass,2022,RR,aqeel khan,ricardas berankis,0.3462206423282623,0,khan a,berankis r,grass
2022-M-DC-2022-WG1-PO-PAK-LTU-01_4.0,grass,2022,RR,aisam-ul-haq qureshi,edas butvilas,0.5681431889533997,1,qureshi a,butvilas e,grass
2022-2805_1.0,hard,2022,R32,daniel elahi galan,roberto carballes baena,0.3574579358100891,0,elahi galan d,carballes baena r,hard
2022-2809_17.0,hard,2022,R16,daniel elahi galan,nuno borges,0.734369158744812,1,elahi galan d,borges n,hard
2022-2809_23.0,hard,2022,QF,daniel elahi galan,lorenzo musetti,0.3535390794277191,0,elahi galan d,musetti l,hard
2022-2809_8.0,hard,2022,R32,bernabe zapata miralles,daniel elahi galan,0.2784629166126251,0,zapata miralles b,elahi galan d,hard
2022-328_15.0,hard,2022,R32,adrian mannarino,botic van de zandschulp,0.2924434840679168,0,mannarino a,de zandschulp b,hard
2022-328_24.0,hard,2022,R16,botic van de zandschulp,carlos alcaraz,0.2123557180166244,0,de zandschulp b,alcaraz c,hard
2022-329_8.0,hard,2022,R32,chun-hsin tseng,nick kyrgios,0.2167938351631164,0,tseng c,kyrgios n,hard
2022-352_23.0,hard,2022,R64,botic van de zandschulp,grigor dimitrov,0.5216158628463745,0,de zandschulp b,dimitrov g,hard
2022-375_5.0,hard,2022,R32,jo-wilfried tsonga,kacper zuk,0.4291334748268127,1,tsonga j,kacper z,hard
2022-403_20.0,hard,2022,R128,botic van de zandschulp,mikhail kukushkin,0.7485213875770569,0,de zandschulp b,kukushkin m,hard
2022-403_39.0,hard,2022,R64,alexander bublik,daniel elahi galan,0.4858333170413971,1,bublik a,elahi galan d,hard
2022-403_41.0,hard,2022,R64,juan manuel cerundolo,kevin anderson,0.5988375544548035,1,manuel cerundolo j,anderson k,hard
2022-403_69.0,hard,2022,R32,frances tiafoe,juan manuel cerundolo,0.7757986783981323,1,tiafoe f,manuel cerundolo j,hard
2022-403_7.0,hard,2022,R128,daniel elahi galan,john millman,0.2330687195062637,1,elahi galan d,millman j,hard
2022-403_9.0,hard,2022,R128,dusan lajovic,juan manuel cerundolo,0.6503328084945679,0,lajovic d,manuel cerundolo j,hard
2022-404_13.0,hard,2022,R128,botic van de zandschulp,tennys sandgren,0.7976741194725037,1,de zandschulp b,sandgren t,hard
2022-404_25.0,hard,2022,R128,jack sock,juan manuel cerundolo,0.4852178990840912,1,sock j,manuel cerundolo j,hard
2022-404_45.0,hard,2022,R64,botic van de zandschulp,felix auger-aliassime,0.3504738509654999,1,de zandschulp b,auger-aliassime f,hard
2022-404_71.0,hard,2022,R32,botic van de zandschulp,miomir kecmanovic,0.5970024466514587,0,de zandschulp b,kecmanovic m,hard
2022-407_10.0,hard,2022,R32,bernabe zapata miralles,botic van de zandschulp,0.4510215222835541,0,zapata miralles b,de zandschulp b,hard
2022-407_21.0,hard,2022,R16,botic van de zandschulp,jiri lehecka,0.7436220049858093,0,de zandschulp b,lehecka j,hard
2022-4138_14.0,hard,2022,R16,botic van de zandschulp,liam broady,0.7885130047798157,0,de zandschulp b,broady l,hard
2022-4138_17.0,hard,2022,R16,roman safiullin,tomas martin etcheverry,0.6330761313438416,1,safiullin r,martin etcheverry t,hard
2022-4138_3.0,hard,2022,R32,botic van de zandschulp,joao sousa,0.6849413514137268,1,de zandschulp b,sousa j,hard
2022-4138_7.0,hard,2022,R32,aslan karatsev,tomas martin etcheverry,0.6918953657150269,0,karatsev a,martin etcheverry t,hard
2022-4140_17.0,hard,2022,R16,aleksandar kovacevic,chun-hsin tseng,0.4923651814460754,1,kovacevic a,tseng c,hard
2022-4140_2.0,hard,2022,R32,soonwoo kwon,yun seong chung,0.7902505993843079,1,kwon s,seong chung y,hard
2022-4140_3.0,hard,2022,R32,jenson brooksby,tung-lin wu,0.8140324354171753,1,brooksby j,tung-lin w,hard
2022-4140_5.0,hard,2022,R32,jisung nam,steve johnson,0.0292066913098096,0,jisung n,johnson s,hard
2022-4140_8.0,hard,2022,R32,christopher o'connell,chun-hsin tseng,0.7227081060409546,0,oconnell c,tseng c,hard
2022-418_12.0,hard,2022,R64,alexei popyrin,tung-lin wu,0.6507487893104553,1,popyrin a,tung-lin w,hard
2022-418_24.0,hard,2022,R32,borna gojo,botic van de zandschulp,0.520733654499054,0,gojo b,de zandschulp b,hard
2022-418_36.0,hard,2022,R16,botic van de zandschulp,frances tiafoe,0.49748295545578,0,de zandschulp b,tiafoe f,hard
2022-421_14.0,hard,2022,R64,botic van de zandschulp,miomir kecmanovic,0.6436007618904114,1,de zandschulp b,kecmanovic m,hard
2022-421_34.0,hard,2022,R32,botic van de zandschulp,cameron norrie,0.2860377132892608,0,de zandschulp b,norrie c,hard
2022-422_24.0,hard,2022,R64,botic van de zandschulp,maxime cressy,0.5631870031356812,1,de zandschulp b,cressy m,hard
2022-422_40.0,hard,2022,R32,botic van de zandschulp,daniil medvedev,0.1730271875858307,0,de zandschulp b,medvedev d,hard
2022-451_12.0,hard,2022,R32,alex molcan,christopher o'connell,0.7077648043632507,1,molcan a,oconnell c,hard
2022-451_15.0,hard,2022,R16,botic van de zandschulp,marin cilic,0.5935525298118591,0,de zandschulp b,cilic m,hard
2022-451_4.0,hard,2022,R32,botic van de zandschulp,thomas fabbiano,0.8382146954536438,1,de zandschulp b,fabbiano t,hard
2022-495_6.0,hard,2022,R32,andy murray,christopher o'connell,0.7540213465690613,1,murray a,oconnell c,hard
2022-560_101.0,hard,2022,R32,alejandro davidovich fokina,daniel elahi galan,0.6123314499855042,1,davidovich fokina a,elahi galan d,hard
2022-560_17.0,hard,2022,R128,daniel elahi galan,stefanos tsitsipas,0.2425051778554916,1,elahi galan d,tsitsipas s,hard
2022-560_23.0,hard,2022,R128,hugo grenier,tomas martin etcheverry,0.7120600342750549,1,grenier h,martin etcheverry t,hard
2022-560_28.0,hard,2022,R128,botic van de zandschulp,tomas machac,0.7910255789756775,1,de zandschulp b,machac t,hard
2022-560_4.0,hard,2022,R128,nikoloz basilashvili,yibing wu,0.5112423300743103,0,basilashvili n,yibing w,hard
2022-560_43.0,hard,2022,R128,christopher o'connell,james duckworth,0.267949104309082,0,oconnell c,duckworth j,hard
2022-560_66.0,hard,2022,R64,nuno borges,yibing wu,0.6622501611709595,0,borges n,yibing w,hard
2022-560_73.0,hard,2022,R64,daniel elahi galan,jordan thompson,0.3636928796768188,1,elahi galan d,thompson j,hard
2022-560_78.0,hard,2022,R64,botic van de zandschulp,corentin moutet,0.5304166674613953,0,de zandschulp b,moutet c,hard
2022-560_90.0,hard,2022,R64,holger rune,john isner,0.2898596227169037,1,rune h,isner j,hard
2022-560_97.0,hard,2022,R32,daniil medvedev,yibing wu,0.917312502861023,1,medvedev d,yibing w,hard
2022-580_112.0,hard,2022,R32,christopher o'connell,maxime cressy,0.3002960979938507,0,oconnell c,cressy m,hard
2022-580_17.0,hard,2022,R128,pablo carreno busta,tomas martin etcheverry,0.8788340091705322,1,carreno busta p,martin etcheverry t,hard
2022-580_37.0,hard,2022,R128,taro daniel,tomas barrios vera,0.6480785608291626,1,daniel t,barrios vera t,hard
2022-580_50.0,hard,2022,R128,juan manuel cerundolo,tomas machac,0.6117308735847473,0,manuel cerundolo j,machac t,hard
2022-580_58.0,hard,2022,R128,christopher o'connell,hugo gaston,0.3666814267635345,1,oconnell c,gaston h,hard
2022-580_64.0,hard,2022,R128,botic van de zandschulp,jan-lennard struff,0.5231163501739502,1,de zandschulp b,struff j,hard
2022-580_74.0,hard,2022,R64,christopher o'connell,diego schwartzman,0.1481276601552963,1,oconnell c,schwartzman d,hard
2022-580_96.0,hard,2022,R64,botic van de zandschulp,richard gasquet,0.5697199106216431,1,de zandschulp b,gasquet r,hard
2022-580_97.0,hard,2022,R32,botic van de zandschulp,daniil medvedev,0.1178644001483917,0,de zandschulp b,medvedev d,hard
2022-6116_7.0,hard,2022,R32,adrian mannarino,peter gojowczyk,0.7421727776527405,1,mannarino a,gojowczyk p,hard
2022-6242_17.0,hard,2022,R32,botic van de zandschulp,tallon griekspoor,0.4532261788845062,1,de zandschulp b,griekspoor t,hard
2022-6242_33.0,hard,2022,R16,botic van de zandschulp,jaume munar,0.688332736492157,1,de zandschulp b,munar j,hard
2022-6242_41.0,hard,2022,QF,benjamin bonzi,botic van de zandschulp,0.3616866171360016,0,bonzi b,de zandschulp b,hard
