date,year,surface,winner_name,loser_name,winner_odds,loser_odds,odds_source
2022-01-03,2022,hard,kwon s.w.,nishioka y.,1.7,2.26,pinnacle
2022-01-03,2022,hard,monteiro t.,altmaier d.,2.49,1.6,pinnacle
2022-01-03,2022,hard,djere l.,carballes baena r.,1.81,2.1,pinnacle
2022-01-03,2022,hard,johnson s.,vukic a.,2.21,1.74,pinnacle
2022-01-04,2022,hard,moutet c.,rune h.,2.66,1.53,pinnacle
2022-01-04,2022,hard,daniel t.,musetti l.,2.19,1.75,pinnacle
2022-01-04,2022,hard,gerasimov e.,fucsovics m.,2.91,1.46,pinnacle
2022-01-04,2022,hard,ymer m.,bonzi b.,2.15,1.78,pinnacle
2022-01-04,2022,hard,cerundolo j.m.,bolt a.,2.87,1.47,pinnacle
2022-01-04,2022,hard,paul t.,vesely j.,1.35,3.45,pinnacle
2022-01-04,2022,hard,mager g.,cerundolo f.,1.94,1.94,pinnacle
2022-01-04,2022,hard,kokkinakis t.,millman j.,1.8,2.11,pinnacle
2022-01-05,2022,hard,djere l.,moutet c.,2.31,1.69,pinnacle
2022-01-05,2022,hard,cilic m.,monteiro t.,1.34,3.6,pinnacle
2022-01-05,2022,hard,ymer m.,kwon s.w.,2.33,1.68,pinnacle
2022-01-05,2022,hard,kokkinakis t.,tiafoe f.,2.37,1.66,pinnacle
2022-01-06,2022,hard,paul t.,daniel t.,1.3,3.93,pinnacle
2022-01-06,2022,hard,gerasimov e.,mager g.,1.75,2.21,pinnacle
2022-01-06,2022,hard,khachanov k.,johnson s.,1.29,3.99,pinnacle
2022-01-06,2022,hard,monfils g.,cerundolo j.m.,1.2,5.21,pinnacle
2022-01-07,2022,hard,cilic m.,djere l.,1.31,3.85,pinnacle
2022-01-07,2022,hard,monfils g.,paul t.,1.63,2.44,pinnacle
2022-01-07,2022,hard,khachanov k.,gerasimov e.,1.26,4.3,pinnacle
2022-01-07,2022,hard,kokkinakis t.,ymer m.,1.68,2.33,pinnacle
2022-01-08,2022,hard,khachanov k.,cilic m.,2.16,1.78,pinnacle
2022-01-08,2022,hard,monfils g.,kokkinakis t.,1.41,3.17,pinnacle
2022-01-09,2022,hard,monfils g.,khachanov k.,1.63,2.44,pinnacle
2022-01-04,2022,hard,bagnis f.,murray a.,8.72,1.09,pinnacle
2022-01-04,2022,hard,van de zandschulp b.,mannarino a.,1.5,2.77,pinnacle
2022-01-04,2022,hard,mcdonald m.,gojowczyk p.,1.4,3.2,pinnacle
2022-01-04,2022,hard,griekspoor t.,koepfer d.,1.54,2.62,pinnacle
2022-01-05,2022,hard,berankis r.,giron m.,2.35,1.66,pinnacle
2022-01-05,2022,hard,thompson j.,o connell c.,1.99,1.9,pinnacle
2022-01-05,2022,hard,ruusuvuori e.,baez s.,1.52,2.68,pinnacle
2022-01-05,2022,hard,laaksonen h.,paire b.,1.37,3.32,pinnacle
2022-01-05,2022,hard,molcan a.,seppi a.,1.71,2.25,pinnacle
2022-01-05,2022,hard,popyrin a.,travaglia s.,1.58,2.53,pinnacle
2022-01-05,2022,hard,cressy m.,hijikata r.,1.51,2.74,pinnacle
2022-01-05,2022,hard,munar j.,anderson k.,2.88,1.47,pinnacle
2022-01-06,2022,hard,ruusuvuori e.,thompson j.,1.46,2.96,pinnacle
2022-01-06,2022,hard,molcan a.,goffin d.,1.66,2.38,pinnacle
2022-01-06,2022,hard,dimitrov g.,bagnis f.,1.18,5.59,pinnacle
2022-01-06,2022,hard,nadal r.,berankis r.,1.16,6.17,pinnacle
2022-01-06,2022,hard,munar j.,laaksonen h.,2.24,1.73,pinnacle
2022-01-06,2022,hard,griekspoor t.,popyrin a.,1.92,1.99,pinnacle
2022-01-06,2022,hard,cressy m.,opelka r.,2.29,1.7,pinnacle
2022-01-06,2022,hard,van de zandschulp b.,mcdonald m.,2.01,1.9,pinnacle
2022-01-07,2022,hard,ruusuvuori e.,molcan a.,1.67,2.36,pinnacle
2022-01-07,2022,hard,nadal r.,griekspoor t.,1.23,4.66,pinnacle
2022-01-07,2022,hard,cressy m.,munar j.,1.79,2.14,pinnacle
2022-01-07,2022,hard,dimitrov g.,van de zandschulp b.,1.71,2.27,pinnacle
2022-01-08,2022,hard,cressy m.,dimitrov g.,3.38,1.37,pinnacle
2022-01-08,2022,hard,nadal r.,ruusuvuori e.,1.25,4.42,pinnacle
2022-01-09,2022,hard,nadal r.,cressy m.,1.16,6.15,pinnacle
2022-01-10,2022,hard,vukic a.,bublik a.,2.02,1.88,pinnacle
2022-01-10,2022,hard,paul t.,tiafoe f.,2.07,1.83,pinnacle
2022-01-10,2022,hard,rinderknech a.,mcdonald m.,2.41,1.63,pinnacle
2022-01-10,2022,hard,munar j.,millman j.,2.35,1.65,pinnacle
2022-01-11,2022,hard,moutet c.,struff j.l.,2.1,1.81,pinnacle
2022-01-11,2022,hard,kwon s.w.,harris l.,2.41,1.63,pinnacle
2022-01-11,2022,hard,johnson s.,bolt a.,1.32,3.67,pinnacle
2022-01-11,2022,hard,bonzi b.,carballes baena r.,1.68,2.27,pinnacle
2022-01-11,2022,hard,fucsovics m.,van de zandschulp b.,2.19,1.75,pinnacle
2022-01-11,2022,hard,mager g.,gerasimov e.,2.43,1.62,pinnacle
2022-01-11,2022,hard,kokkinakis t.,paire b.,1.31,3.74,pinnacle
2022-01-11,2022,hard,monteiro t.,nishioka y.,1.95,1.93,pinnacle
2022-01-11,2022,hard,rinderknech a.,kwon s.w.,1.95,1.95,pinnacle
2022-01-12,2022,hard,cilic m.,munar j.,1.34,3.57,pinnacle
2022-01-12,2022,hard,paul t.,bonzi b.,1.43,3.09,pinnacle
2022-01-12,2022,hard,khachanov k.,mager g.,1.21,4.98,pinnacle
2022-01-12,2022,hard,vukic a.,johnson s.,1.94,1.96,pinnacle
2022-01-12,2022,hard,kokkinakis t.,isner j.,1.79,2.14,pinnacle
2022-01-12,2022,hard,monteiro t.,monfils g.,5.16,1.2,pinnacle
2022-01-12,2022,hard,moutet c.,fucsovics m.,2.27,1.71,pinnacle
2022-01-13,2022,hard,rinderknech a.,khachanov k.,3.09,1.43,pinnacle
2022-01-13,2022,hard,cilic m.,paul t.,1.67,2.36,pinnacle
2022-01-13,2022,hard,moutet c.,monteiro t.,1.48,2.87,pinnacle
2022-01-13,2022,hard,kokkinakis t.,vukic a.,1.51,2.77,pinnacle
2022-01-14,2022,hard,rinderknech a.,moutet c.,2.23,1.74,pinnacle
2022-01-14,2022,hard,kokkinakis t.,cilic m.,2.45,1.62,pinnacle
2022-01-15,2022,hard,kokkinakis t.,rinderknech a.,1.91,2.0,pinnacle
2022-01-10,2022,hard,goffin d.,bagnis f.,1.68,2.29,pinnacle
2022-01-10,2022,hard,sonego l.,gaston h.,1.51,2.74,pinnacle
2022-01-10,2022,hard,thompson j.,giron m.,2.33,1.67,pinnacle
2022-01-10,2022,hard,fognini f.,altmaier d.,1.44,2.75,bet365
2022-01-11,2022,hard,baez s.,o connell c.,2.19,1.75,pinnacle
2022-01-11,2022,hard,nakashima b.,vesely j.,1.5,2.77,pinnacle
2022-01-11,2022,hard,kudla d.,delbonis f.,1.89,1.98,pinnacle
2022-01-11,2022,hard,kecmanovic m.,travaglia s.,1.73,2.22,pinnacle
2022-01-11,2022,hard,martinez p.,popyrin a.,2.5,1.59,pinnacle
2022-01-11,2022,hard,lajovic d.,davidovich fokina a.,2.67,1.53,pinnacle
2022-01-11,2022,hard,cressy m.,mannarino a.,1.61,2.44,pinnacle
2022-01-11,2022,hard,murray a.,durasovic v.,1.08,9.38,pinnacle
2022-01-12,2022,hard,sonego l.,baez s.,1.53,2.69,pinnacle
2022-01-12,2022,hard,nakashima b.,fognini f.,1.56,2.62,pinnacle
2022-01-12,2022,hard,evans d.,martinez p.,1.3,3.88,pinnacle
2022-01-12,2022,hard,karatsev a.,kecmanovic m.,1.63,2.44,pinnacle
2022-01-12,2022,hard,opelka r.,thompson j.,1.61,2.48,pinnacle
2022-01-12,2022,hard,goffin d.,kudla d.,1.64,2.41,pinnacle
2022-01-12,2022,hard,murray a.,basilashvili n.,1.34,3.61,pinnacle
2022-01-13,2022,hard,cressy m.,lajovic d.,1.44,3.01,pinnacle
2022-01-13,2022,hard,karatsev a.,sonego l.,1.71,2.28,pinnacle
2022-01-13,2022,hard,opelka r.,nakashima b.,2.11,1.82,pinnacle
2022-01-13,2022,hard,murray a.,goffin d.,1.69,2.3,pinnacle
2022-01-13,2022,hard,evans d.,cressy m.,1.56,2.56,pinnacle
2022-01-14,2022,hard,murray a.,opelka r.,1.78,2.17,pinnacle
2022-01-14,2022,hard,karatsev a.,evans d.,2.4,1.65,pinnacle
2022-01-15,2022,hard,karatsev a.,murray a.,1.76,2.2,pinnacle
2022-01-17,2022,hard,shapovalov d.,djere l.,1.07,10.98,pinnacle
2022-01-17,2022,hard,kwon s.w.,rune h.,1.64,2.42,pinnacle
2022-01-17,2022,hard,lajovic d.,fucsovics m.,3.43,1.36,pinnacle
2022-01-17,2022,hard,vukic a.,harris l.,3.47,1.36,pinnacle
2022-01-17,2022,hard,garin c.,bagnis f.,1.52,2.75,pinnacle
2022-01-17,2022,hard,martinez p.,delbonis f.,1.3,3.89,pinnacle
2022-01-17,2022,hard,bonzi b.,gojowczyk p.,1.36,3.47,pinnacle
2022-01-17,2022,hard,albot r.,nishioka y.,1.93,1.97,pinnacle
2022-01-17,2022,hard,alcaraz c.,tabilo a.,1.16,6.3,pinnacle
2022-01-17,2022,hard,kozlov s.,vesely j.,2.66,1.54,pinnacle
2022-01-17,2022,hard,monfils g.,coria f.,1.03,18.65,pinnacle
2022-01-17,2022,hard,berrettini m.,nakashima b.,1.36,3.43,pinnacle
2022-01-17,2022,hard,khachanov k.,kudla d.,1.11,7.95,pinnacle
2022-01-17,2022,hard,mannarino a.,duckworth j.,2.67,1.54,pinnacle
2022-01-17,2022,hard,carreno busta p.,etcheverry t.,1.06,11.95,pinnacle
2022-01-17,2022,hard,bublik a.,escobedo e.,1.69,2.31,pinnacle
2022-01-17,2022,hard,nadal r.,giron m.,1.04,15.56,pinnacle
2022-01-17,2022,hard,korda s.,norrie c.,2.48,1.61,pinnacle
2022-01-17,2022,hard,hurkacz h.,gerasimov e.,1.11,8.2,pinnacle
2022-01-17,2022,hard,koepfer d.,taberner c.,1.36,3.43,pinnacle
2022-01-17,2022,hard,moutet c.,pouille l.,1.31,3.86,pinnacle
2022-01-17,2022,hard,griekspoor t.,fognini f.,2.14,1.8,pinnacle
2022-01-17,2022,hard,mcdonald m.,milojevic n.,1.22,4.93,pinnacle
2022-01-17,2022,hard,kecmanovic m.,caruso s.,1.31,3.86,pinnacle
2022-01-17,2022,hard,sonego l.,querrey s.,1.17,5.91,pinnacle
2022-01-17,2022,hard,hanfmann y.,kokkinakis t.,3.87,1.3,pinnacle
2022-01-17,2022,hard,opelka r.,anderson k.,1.42,3.11,pinnacle
2022-01-17,2022,hard,millman j.,lopez f.,1.41,3.15,pinnacle
2022-01-17,2022,hard,otte o.,tseng c.h.,1.32,3.77,pinnacle
2022-01-17,2022,hard,karatsev a.,munar j.,1.2,5.28,pinnacle
2022-01-17,2022,hard,paul t.,kukushkin m.,1.24,4.55,pinnacle
2022-01-17,2022,hard,zverev a.,altmaier d.,1.02,25.19,pinnacle
2022-01-18,2022,hard,schwartzman d.,krajinovic f.,1.31,3.85,pinnacle
2022-01-18,2022,hard,van de zandschulp b.,struff j.l.,1.53,2.69,pinnacle
2022-01-18,2022,hard,gasquet r.,humbert u.,5.29,1.2,pinnacle
2022-01-18,2022,hard,o connell c.,gaston h.,1.8,2.13,pinnacle
2022-01-18,2022,hard,gombos n.,skatov t.,1.66,2.37,pinnacle
2022-01-18,2022,hard,cilic m.,gomez e.,1.08,10.42,pinnacle
2022-01-18,2022,hard,kohlschreiber p.,cecchinato m.,1.51,2.77,pinnacle
2022-01-18,2022,hard,bautista agut r.,travaglia s.,1.05,14.06,pinnacle
2022-01-18,2022,hard,berankis r.,carballes baena r.,1.41,3.14,pinnacle
2022-01-18,2022,hard,rublev a.,mager g.,1.05,13.8,pinnacle
2022-01-18,2022,hard,dimitrov g.,lehecka j.,1.21,5.08,pinnacle
2022-01-18,2022,hard,johnson s.,thompson j.,2.02,1.89,pinnacle
2022-01-18,2022,hard,sinner j.,sousa j.,1.03,19.17,pinnacle
2022-01-18,2022,hard,paire b.,monteiro t.,3.64,1.33,pinnacle
2022-01-18,2022,hard,cressy m.,isner j.,1.93,1.97,pinnacle
2022-01-18,2022,hard,medvedev d.,laaksonen h.,1.01,29.95,pinnacle
2022-01-18,2022,hard,murray a.,basilashvili n.,1.5,2.8,pinnacle
2022-01-18,2022,hard,auger-aliassime f.,ruusuvuori e.,1.33,3.63,pinnacle
2022-01-18,2022,hard,machac t.,cerundolo j.m.,1.15,6.51,pinnacle
2022-01-18,2022,hard,daniel t.,barrios m.,1.36,3.44,pinnacle
2022-01-18,2022,hard,molcan a.,safiullin r.,1.61,2.3,bet365
2022-01-18,2022,hard,andujar p.,dzumhur d.,2.4,1.65,pinnacle
2022-01-18,2022,hard,evans d.,goffin d.,1.27,4.24,pinnacle
2022-01-18,2022,hard,fritz t.,marterer m.,1.16,6.2,pinnacle
2022-01-18,2022,hard,davidovich fokina a.,bolt a.,1.28,4.14,pinnacle
2022-01-18,2022,hard,baez s.,ramos-vinolas a.,1.58,2.56,pinnacle
2022-01-18,2022,hard,tiafoe f.,trungelliti m.,1.15,6.32,pinnacle
2022-01-18,2022,hard,rinderknech a.,popyrin a.,1.78,2.16,pinnacle
2022-01-18,2022,hard,majchrzak k.,seppi a.,1.65,2.38,pinnacle
2022-01-18,2022,hard,de minaur a.,musetti l.,1.18,5.73,pinnacle
2022-01-18,2022,hard,kyrgios n.,broady l.,1.52,2.68,pinnacle
2022-01-18,2022,hard,tsitsipas s.,ymer m.,1.2,5.16,pinnacle
2022-01-19,2022,hard,sonego l.,otte o.,1.43,3.05,pinnacle
2022-01-19,2022,hard,kecmanovic m.,paul t.,2.84,1.49,pinnacle
2022-01-19,2022,hard,carreno busta p.,griekspoor t.,1.43,3.05,pinnacle
2022-01-19,2022,hard,opelka r.,koepfer d.,1.31,3.82,pinnacle
2022-01-19,2022,hard,korda s.,moutet c.,1.34,3.56,pinnacle
2022-01-19,2022,hard,shapovalov d.,kwon s.w.,1.19,5.35,pinnacle
2022-01-19,2022,hard,nadal r.,hanfmann y.,1.01,26.57,pinnacle
2022-01-19,2022,hard,alcaraz c.,lajovic d.,1.12,7.65,pinnacle
2022-01-19,2022,hard,berrettini m.,kozlov s.,1.12,7.78,pinnacle
2022-01-19,2022,hard,garin c.,martinez p.,1.96,1.85,pinnacle
2022-01-19,2022,hard,albot r.,vukic a.,2.62,1.56,pinnacle
2022-01-19,2022,hard,mannarino a.,hurkacz h.,7.22,1.13,pinnacle
2022-01-19,2022,hard,khachanov k.,bonzi b.,1.24,4.58,pinnacle
2022-01-19,2022,hard,karatsev a.,mcdonald m.,1.51,2.77,pinnacle
2022-01-19,2022,hard,zverev a.,millman j.,1.04,16.99,pinnacle
2022-01-19,2022,hard,monfils g.,bublik a.,1.24,4.63,pinnacle
2022-01-20,2022,hard,cilic m.,gombos n.,1.11,7.87,pinnacle
2022-01-20,2022,hard,o connell c.,schwartzman d.,5.39,1.19,pinnacle
2022-01-20,2022,hard,cressy m.,machac t.,1.78,2.16,pinnacle
2022-01-20,2022,hard,rublev a.,berankis r.,1.06,12.65,pinnacle
2022-01-20,2022,hard,evans d.,rinderknech a.,1.39,3.27,pinnacle
2022-01-20,2022,hard,andujar p.,molcan a.,2.67,1.54,pinnacle
2022-01-20,2022,hard,fritz t.,tiafoe f.,1.33,3.69,pinnacle
2022-01-20,2022,hard,bautista agut r.,kohlschreiber p.,1.12,7.49,pinnacle
2022-01-20,2022,hard,auger-aliassime f.,davidovich fokina a.,1.24,4.56,pinnacle
2022-01-20,2022,hard,de minaur a.,majchrzak k.,1.27,4.25,pinnacle
2022-01-20,2022,hard,tsitsipas s.,baez s.,1.06,11.9,pinnacle
2022-01-20,2022,hard,paire b.,dimitrov g.,6.79,1.14,pinnacle
2022-01-20,2022,hard,daniel t.,murray a.,3.7,1.33,pinnacle
2022-01-20,2022,hard,van de zandschulp b.,gasquet r.,1.27,4.17,pinnacle
2022-01-20,2022,hard,medvedev d.,kyrgios n.,1.17,5.83,pinnacle
2022-01-20,2022,hard,sinner j.,johnson s.,1.05,13.32,pinnacle
2022-01-21,2022,hard,kecmanovic m.,sonego l.,2.61,1.56,pinnacle
2022-01-21,2022,hard,monfils g.,garin c.,1.09,9.18,pinnacle
2022-01-21,2022,hard,berrettini m.,alcaraz c.,2.23,1.74,pinnacle
2022-01-21,2022,hard,shapovalov d.,opelka r.,1.73,2.24,pinnacle
2022-01-21,2022,hard,carreno busta p.,korda s.,1.67,2.35,pinnacle
2022-01-21,2022,hard,zverev a.,albot r.,1.01,28.39,pinnacle
2022-01-21,2022,hard,nadal r.,khachanov k.,1.2,5.15,pinnacle
2022-01-21,2022,hard,mannarino a.,karatsev a.,4.12,1.28,pinnacle
2022-01-22,2022,hard,fritz t.,bautista agut r.,2.17,1.78,pinnacle
2022-01-22,2022,hard,tsitsipas s.,paire b.,1.11,8.3,pinnacle
2022-01-22,2022,hard,cressy m.,o connell c.,1.65,2.39,pinnacle
2022-01-22,2022,hard,medvedev d.,van de zandschulp b.,1.03,18.33,pinnacle
2022-01-22,2022,hard,auger-aliassime f.,evans d.,1.98,1.93,pinnacle
2022-01-22,2022,hard,sinner j.,daniel t.,1.1,8.9,pinnacle
2022-01-22,2022,hard,de minaur a.,andujar p.,1.06,12.12,pinnacle
2022-01-22,2022,hard,cilic m.,rublev a.,3.61,1.34,pinnacle
2022-01-23,2022,hard,nadal r.,mannarino a.,1.04,15.27,pinnacle
2022-01-23,2022,hard,shapovalov d.,zverev a.,4.3,1.26,pinnacle
2022-01-23,2022,hard,monfils g.,kecmanovic m.,1.28,4.14,pinnacle
2022-01-23,2022,hard,berrettini m.,carreno busta p.,1.48,2.85,pinnacle
2022-01-24,2022,hard,auger-aliassime f.,cilic m.,1.76,2.19,pinnacle
2022-01-24,2022,hard,medvedev d.,cressy m.,1.04,15.39,pinnacle
2022-01-24,2022,hard,sinner j.,de minaur a.,1.42,3.14,pinnacle
2022-01-24,2022,hard,tsitsipas s.,fritz t.,1.61,2.49,pinnacle
2022-01-25,2022,hard,nadal r.,shapovalov d.,1.37,3.39,pinnacle
2022-01-25,2022,hard,berrettini m.,monfils g.,1.61,2.47,pinnacle
2022-01-26,2022,hard,tsitsipas s.,sinner j.,2.31,1.69,pinnacle
2022-01-26,2022,hard,medvedev d.,auger-aliassime f.,1.13,6.44,pinnacle
2022-01-28,2022,hard,nadal r.,berrettini m.,1.38,3.34,pinnacle
2022-01-28,2022,hard,medvedev d.,tsitsipas s.,1.36,3.44,pinnacle
2022-01-30,2022,hard,nadal r.,medvedev d.,2.49,1.61,pinnacle
2022-01-31,2022,clay,martinez p.,monteiro t.,1.64,2.36,pinnacle
2022-01-31,2022,clay,varillas j.p.,bagnis f.,1.88,1.99,pinnacle
2022-02-01,2022,clay,munar j.,paire b.,1.44,2.94,pinnacle
2022-02-01,2022,clay,londero j.i.,hanfmann y.,2.23,1.71,pinnacle
2022-02-01,2022,clay,carballes baena r.,rune h.,2.52,1.57,pinnacle
2022-02-01,2022,clay,etcheverry t.,jarry n.,2.2,1.72,pinnacle
2022-02-01,2022,clay,ramos-vinolas a.,martin a.,1.26,4.22,pinnacle
2022-02-01,2022,clay,ficovich j.p.,coria f.,2.57,1.55,pinnacle
2022-02-01,2022,clay,galan d.e.,dellien h.,1.78,2.12,pinnacle
2022-02-01,2022,clay,taberner c.,delbonis f.,2.63,1.53,pinnacle
2022-02-01,2022,clay,tabilo a.,cerundolo f.,1.86,2.01,pinnacle
2022-02-01,2022,clay,baez s.,verdasco f.,1.18,5.31,pinnacle
2022-02-02,2022,clay,galan d.e.,munar j.,2.5,1.6,pinnacle
2022-02-02,2022,clay,londero j.i.,martinez p.,2.62,1.57,pinnacle
2022-02-02,2022,clay,schwartzman d.,ficovich j.p.,1.15,6.32,pinnacle
2022-02-02,2022,clay,milojevic n.,etcheverry t.,2.88,1.48,pinnacle
2022-02-03,2022,clay,ramos-vinolas a.,varillas j.p.,1.84,2.08,pinnacle
2022-02-03,2022,clay,sonego l.,carballes baena r.,1.62,2.45,pinnacle
2022-02-03,2022,clay,baez s.,garin c.,1.97,1.93,pinnacle
2022-02-04,2022,clay,tabilo a.,taberner c.,1.68,2.33,pinnacle
2022-02-04,2022,clay,ramos-vinolas a.,sonego l.,2.46,1.62,pinnacle
2022-02-04,2022,clay,londero j.i.,milojevic n.,1.49,2.82,pinnacle
2022-02-04,2022,clay,schwartzman d.,galan d.e.,1.21,5.02,pinnacle
2022-02-05,2022,clay,tabilo a.,baez s.,2.82,1.49,pinnacle
2022-02-05,2022,clay,tabilo a.,schwartzman d.,3.25,1.4,pinnacle
2022-02-05,2022,clay,ramos-vinolas a.,londero j.i.,1.65,2.38,pinnacle
2022-02-06,2022,clay,ramos-vinolas a.,tabilo a.,1.76,2.19,pinnacle
2022-01-31,2022,hard,goffin d.,bonzi b.,1.92,1.97,pinnacle
2022-01-31,2022,hard,bublik a.,griekspoor t.,2.42,1.63,pinnacle
2022-02-01,2022,hard,krajinovic f.,popyrin a.,1.8,2.09,pinnacle
2022-02-01,2022,hard,herbert p.h.,gojowczyk p.,1.56,2.58,pinnacle
2022-02-01,2022,hard,tsonga j.w.,zuk k.,2.11,1.8,pinnacle
2022-02-01,2022,hard,dzumhur d.,molcan a.,3.03,1.43,pinnacle
2022-02-01,2022,hard,simon g.,pouille l.,1.87,2.02,pinnacle
2022-02-01,2022,hard,kwon s.w.,gaston h.,1.65,2.35,pinnacle
2022-02-01,2022,hard,ymer m.,moutet c.,2.19,1.73,pinnacle
2022-02-02,2022,hard,mcdonald m.,ivashka i.,1.7,2.24,pinnacle
2022-02-02,2022,hard,gasquet r.,humbert u.,2.93,1.44,pinnacle
2022-02-02,2022,hard,mannarino a.,davidovich fokina a.,2.12,1.78,pinnacle
2022-02-02,2022,hard,bublik a.,herbert p.h.,1.56,2.56,pinnacle
2022-02-02,2022,hard,krajinovic f.,tsonga j.w.,1.46,2.94,pinnacle
2022-02-02,2022,hard,bautista agut r.,simon g.,1.22,4.96,pinnacle
2022-02-03,2022,hard,dzumhur d.,basilashvili n.,2.37,1.66,pinnacle
2022-02-03,2022,hard,mannarino a.,goffin d.,1.64,2.41,pinnacle
2022-02-03,2022,hard,gasquet r.,kwon s.w.,2.8,1.5,pinnacle
2022-02-03,2022,hard,zverev a.,mcdonald m.,1.14,6.72,pinnacle
2022-02-03,2022,hard,ymer m.,monfils g.,3.89,1.3,pinnacle
2022-02-04,2022,hard,krajinovic f.,dzumhur d.,1.45,2.97,pinnacle
2022-02-04,2022,hard,bublik a.,bautista agut r.,2.93,1.46,pinnacle
2022-02-04,2022,hard,ymer m.,gasquet r.,1.65,2.38,pinnacle
2022-02-04,2022,hard,zverev a.,mannarino a.,1.19,5.43,pinnacle
2022-02-05,2022,hard,bublik a.,krajinovic f.,1.96,1.94,pinnacle
2022-02-05,2022,hard,zverev a.,ymer m.,1.11,8.3,pinnacle
2022-02-06,2022,hard,bublik a.,zverev a.,6.43,1.15,pinnacle
2022-01-31,2022,hard,albot r.,gaio f.,1.28,3.95,pinnacle
2022-01-31,2022,hard,halys q.,berankis r.,2.3,1.67,pinnacle
2022-01-31,2022,hard,bhambri y.,kovalik j.,1.53,2.67,pinnacle
2022-01-31,2022,hard,altmaier d.,gunneswaran p.,1.34,3.5,pinnacle
2022-02-01,2022,hard,ruusuvuori e.,gerasimov e.,1.47,2.82,pinnacle
2022-02-01,2022,hard,ymer e.,moroni g.m.,1.56,2.56,pinnacle
2022-02-01,2022,hard,majchrzak k.,clarke j.,1.51,2.72,pinnacle
2022-02-01,2022,hard,vukic a.,grenier h.,1.51,2.72,pinnacle
2022-02-01,2022,hard,sousa j.,kadhe a.,1.06,11.05,pinnacle
2022-02-01,2022,hard,zapata miralles b.,novak d.,2.38,1.63,pinnacle
2022-02-01,2022,hard,kopriva v.,ilkel c.,1.7,2.26,pinnacle
2022-02-01,2022,hard,travaglia s.,ramanathan r.,1.66,2.31,pinnacle
2022-02-02,2022,hard,majchrzak k.,halys q.,1.68,2.32,pinnacle
2022-02-02,2022,hard,altmaier d.,albot r.,1.98,1.93,pinnacle
2022-02-02,2022,hard,sousa j.,mager g.,2.25,1.72,pinnacle
2022-02-02,2022,hard,musetti l.,vukic a.,2.28,1.7,pinnacle
2022-02-03,2022,hard,vesely j.,zapata miralles b.,1.56,2.62,pinnacle
2022-02-03,2022,hard,ruusuvuori e.,kopriva v.,1.24,4.54,pinnacle
2022-02-03,2022,hard,ymer e.,karatsev a.,3.54,1.35,pinnacle
2022-02-03,2022,hard,travaglia s.,bhambri y.,1.45,2.97,pinnacle
2022-02-04,2022,hard,majchrzak k.,musetti l.,1.67,2.36,pinnacle
2022-02-04,2022,hard,ruusuvuori e.,vesely j.,1.39,3.28,pinnacle
2022-02-04,2022,hard,sousa j.,altmaier d.,2.41,1.64,pinnacle
2022-02-04,2022,hard,ymer e.,travaglia s.,1.81,2.17,pinnacle
2022-02-05,2022,hard,ruusuvuori e.,majchrzak k.,1.41,3.17,pinnacle
2022-02-05,2022,hard,sousa j.,ymer e.,2.24,1.73,pinnacle
2022-02-06,2022,hard,sousa j.,ruusuvuori e.,5.67,1.18,pinnacle
2022-02-07,2022,clay,lajovic d.,paire b.,1.61,2.46,pinnacle
2022-02-07,2022,clay,kecmanovic m.,djere l.,2.01,1.88,pinnacle
2022-02-07,2022,clay,verdasco f.,dellien h.,3.25,1.39,pinnacle
2022-02-07,2022,clay,cerundolo f.,bagnis f.,1.8,2.11,pinnacle
2022-02-07,2022,clay,coria f.,cuevas p.,1.49,2.78,pinnacle
2022-02-08,2022,clay,munar j.,etcheverry t.,1.76,2.16,pinnacle
2022-02-08,2022,clay,carballes baena r.,jarry n.,1.8,2.11,pinnacle
2022-02-08,2022,clay,monteiro t.,ramos-vinolas a.,2.06,1.83,pinnacle
2022-02-08,2022,clay,baez s.,rune h.,1.58,2.51,pinnacle
2022-02-08,2022,clay,martinez p.,tabilo a.,1.58,2.52,pinnacle
2022-02-08,2022,clay,andujar p.,londero j.i.,1.99,1.89,pinnacle
2022-02-08,2022,clay,delbonis f.,del potro j.m.,1.49,2.79,pinnacle
2022-02-09,2022,clay,coria f.,lajovic d.,1.93,1.97,pinnacle
2022-02-09,2022,clay,verdasco f.,monteiro t.,3.43,1.36,pinnacle
2022-02-09,2022,clay,ruud c.,carballes baena r.,1.25,4.43,pinnacle
2022-02-10,2022,clay,sonego l.,baez s.,1.9,2.0,pinnacle
2022-02-10,2022,clay,fognini f.,martinez p.,2.53,1.59,pinnacle
2022-02-10,2022,clay,delbonis f.,andujar p.,2.09,1.83,pinnacle
2022-02-10,2022,clay,cerundolo f.,kecmanovic m.,2.06,1.85,pinnacle
2022-02-11,2022,clay,schwartzman d.,munar j.,1.34,3.62,pinnacle
2022-02-11,2022,clay,delbonis f.,fognini f.,1.98,1.93,pinnacle
2022-02-11,2022,clay,ruud c.,coria f.,1.25,4.51,pinnacle
2022-02-11,2022,clay,sonego l.,verdasco f.,1.32,3.78,pinnacle
2022-02-12,2022,clay,schwartzman d.,cerundolo f.,1.33,3.69,pinnacle
2022-02-12,2022,clay,ruud c.,delbonis f.,1.25,4.44,pinnacle
2022-02-12,2022,clay,schwartzman d.,sonego l.,1.65,2.36,pinnacle
2022-02-13,2022,clay,ruud c.,schwartzman d.,1.46,2.94,pinnacle
